0 -4 7.31809e-15
0 -3.91919 2.63171e-14
0 -3.83838 9.22008e-14
0 -3.75758 3.14693e-13
0 -3.67677 1.0464e-12
0 -3.59596 3.38971e-12
0 -3.51515 1.06975e-11
0 -3.43434 3.28899e-11
0 -3.35354 9.85137e-11
0 -3.27273 2.87467e-10
0 -3.19192 8.17212e-10
0 -3.11111 2.26328e-09
0 -3.0303 6.10658e-09
0 -2.94949 1.60514e-08
0 -2.86869 4.11042e-08
0 -2.78788 1.02545e-07
0 -2.70707 2.4923e-07
0 -2.62626 5.90122e-07
0 -2.54545 1.36125e-06
0 -2.46465 3.0591e-06
0 -2.38384 6.69736e-06
0 -2.30303 1.42847e-05
0 -2.22222 2.9682e-05
0 -2.14141 6.00859e-05
0 -2.06061 0.000118497
0 -1.9798 0.000227667
0 -1.89899 0.000426136
0 -1.81818 0.000777057
0 -1.73737 0.00138043
0 -1.65657 0.00238908
0 -1.57576 0.00402814
0 -1.49495 0.0066166
0 -1.41414 0.0105882
0 -1.33333 0.0165068
0 -1.25253 0.0250705
0 -1.17172 0.0370952
0 -1.09091 0.0534723
0 -1.0101 0.0750925
0 -0.929293 0.102736
0 -0.848485 0.136931
0 -0.767677 0.177803
0 -0.686869 0.224922
0 -0.606061 0.277192
0 -0.525253 0.332802
0 -0.444444 0.389268
0 -0.363636 0.443575
0 -0.282828 0.492427
0 -0.20202 0.532565
0 -0.121212 0.561125
0 -0.040404 0.575975
0 0.040404 0.575975
0 0.121212 0.561125
0 0.20202 0.532565
0 0.282828 0.492427
0 0.363636 0.443575
0 0.444444 0.389268
0 0.525253 0.332802
0 0.606061 0.277192
0 0.686869 0.224922
0 0.767677 0.177803
0 0.848485 0.136931
0 0.929293 0.102736
0 1.0101 0.0750925
0 1.09091 0.0534723
0 1.17172 0.0370952
0 1.25253 0.0250705
0 1.33333 0.0165068
0 1.41414 0.0105882
0 1.49495 0.0066166
0 1.57576 0.00402814
0 1.65657 0.00238908
0 1.73737 0.00138043
0 1.81818 0.000777057
0 1.89899 0.000426136
0 1.9798 0.000227667
0 2.06061 0.000118497
0 2.14141 6.00859e-05
0 2.22222 2.9682e-05
0 2.30303 1.42847e-05
0 2.38384 6.69736e-06
0 2.46465 3.0591e-06
0 2.54545 1.36125e-06
0 2.62626 5.90122e-07
0 2.70707 2.4923e-07
0 2.78788 1.02545e-07
0 2.86869 4.11042e-08
0 2.94949 1.60514e-08
0 3.0303 6.10658e-09
0 3.11111 2.26328e-09
0 3.19192 8.17212e-10
0 3.27273 2.87467e-10
0 3.35354 9.85137e-11
0 3.43434 3.28899e-11
0 3.51515 1.06975e-11
0 3.59596 3.38971e-12
0 3.67677 1.0464e-12
0 3.75758 3.14693e-13
0 3.83838 9.22008e-14
0 3.91919 2.63171e-14
0 4 7.31809e-15
0.00157237 -4 7.31809e-15
0.00157237 -3.91919 2.63214e-14
0.00157237 -3.83838 9.22156e-14
0.00157237 -3.75758 3.14743e-13
0.00157237 -3.67677 1.04656e-12
0.00157237 -3.59596 3.39021e-12
0.00157237 -3.51515 1.06991e-11
0.00157237 -3.43434 3.28945e-11
0.00157237 -3.35354 9.85273e-11
0.00157237 -3.27273 2.87505e-10
0.00157237 -3.19192 8.17319e-10
0.00157237 -3.11111 2.26357e-09
0.00157237 -3.0303 6.10733e-09
0.00157237 -2.94949 1.60534e-08
0.00157237 -2.86869 4.1109e-08
0.00157237 -2.78788 1.02557e-07
0.00157237 -2.70707 2.49257e-07
0.00157237 -2.62626 5.90184e-07
0.00157237 -2.54545 1.36139e-06
0.00157237 -2.46465 3.0594e-06
0.00157237 -2.38384 6.698e-06
0.00157237 -2.30303 1.4286e-05
0.00157237 -2.22222 2.96846e-05
0.00157237 -2.14141 6.0091e-05
0.00157237 -2.06061 0.000118507
0.00157237 -1.9798 0.000227685
0.00157237 -1.89899 0.000426168
0.00157237 -1.81818 0.000777113
0.00157237 -1.73737 0.00138052
0.00157237 -1.65657 0.00238924
0.00157237 -1.57576 0.00402839
0.00157237 -1.49495 0.00661699
0.00157237 -1.41414 0.0105888
0.00157237 -1.33333 0.0165077
0.00157237 -1.25253 0.0250717
0.00157237 -1.17172 0.0370969
0.00157237 -1.09091 0.0534746
0.00157237 -1.0101 0.0750955
0.00157237 -0.929293 0.102739
