5	26	0.0208
4.83333	-614	0.0592
4.66667	-574	0.0176
4.5	-638	-0.0048
4.33333	-814	-0.0432
4.16667	-694	-0.0048
4	-798	-0.072
3.83333	-718	0.1008
3.66667	-790	0.1296
3.5	-982	-0.0496
3.33333	-966	0.0912
3.16667	-910	-0.0368
3	-1022	-0.04
2.83333	-1326	0.2992
2.66667	-1390	0.3568
2.5	-1334	-0.2256
2.33333	-1694	-0.536
2.16667	-2102	-0.8176
2	-2366	-0.9584
1.83333	-2326	-0.9488
1.66667	-2446	-0.984
1.5	-2390	-0.9712
1.33333	-2510	-0.9968
1.16667	-2526	-1
1	-2494	-0.9936
0.833333	-2526	-1
0.666667	-2526	-1
0.5	-2526	-1
0.333333	-2526	-1
0.166667	-2526	-1
0	-2526	-1
