5	30	-0.0176
4.83333	-458	0.0272
4.66667	-762	-0.0528
4.5	-562	0.0528
4.33333	-586	-0.0304
4.16667	-594	0.0464
4	-770	-0.1584
3.83333	-826	0.0528
3.66667	-762	0.056
3.5	-850	0.0176
3.33333	-882	0.0016
3.16667	-810	0.0368
3	-938	0.0176
2.83333	-1018	0.0176
2.66667	-1234	-0.2512
2.5	-1554	-0.4496
2.33333	-1682	0.7152
2.16667	-2090	0.8656
2	-2130	0.888
1.83333	-2258	0.9328
1.66667	-2450	0.984
1.5	-2466	0.9872
1.33333	-2458	0.984
1.16667	-2530	1
1	-2530	1
0.833333	-2530	1
0.666667	-2530	1
0.5	-2530	1
0.333333	-2530	1
0.166667	-2530	1
0	-2530	1
