4.9	-0.010625	0.01875
4.66	-0.4975	0.0065625
4.66	-0.435625	0.0009375
4.66	-0.458125	-0.00375
4.66	-0.451875	-0.0196875
4.66	-0.491875	-0.0340625
4.66	-0.4625	-0.039375
4.66	-0.460625	0.0125
4.66	-0.490625	0.0078125
4.66	-0.46	0.010625
4.66	-0.464375	0.0165625
4.66	-0.494375	0.0521875
4.66	-0.483125	-0.0134375
4.66	-0.425	0.016875
4.66	-0.454375	0.00875
4.66	-0.471875	-0.0140625
4.66	-0.4725	0.0415625
4.66	-0.475625	0.023125
4.66	-0.44625	-0.0221875
4.66	-0.47375	0.0334375
4.66	-0.475625	0.0234375
4.66	-0.481875	0.000625
4.66	-0.47125	0.0096875
4.66	-0.460625	-0.0028125
4.66	-0.436875	-0.0075
4.66	-0.469375	-0.025625
4.66	-0.485	0.0240625
4.66	-0.4375	-0.01875
4.66	-0.506875	-0.0196875
4.66	-0.4975	-0.0246875
4.66	-0.430625	-0.0246875
4.66	-0.465625	0.0059375
4.66	-0.459375	0.0109375
4.66	-0.45875	0.001875
4.66	-0.449375	-0.008125
4.66	-0.44875	0.05
4.66	-0.455625	0.03
4.66	-0.4675	0.0325
4.66	-0.4675	-0.0134375
4.66	-0.443125	-0.0121875
4.66	-0.50125	-0.00125
4.66	-0.47625	0.0034375
4.66	-0.42125	-0.013125
4.66	-0.459375	0.021875
4.66	-0.444375	-0.01875
4.66	-0.498125	0.010625
4.66	-0.44875	0.0203125
4.66	-0.459375	-0.0121875
4.66	-0.50875	0.015
4.66	-0.45125	-0.0209375
4.66	-0.49	-0.038125
4.66	-0.435625	-0.021875
4.66	-0.465	0.0065625
4.66	-0.491875	0.0165625
4.66	-0.441875	-0.0184375
4.66	-0.446875	0.038125
4.66	-0.47125	-0.016875
4.66	-0.479375	-0.015
4.66	-0.489375	0.0146875
4.66	-0.458125	0.015625
4.66	-0.47875	-0.044375
4.66	-0.4775	0.015625
4.66	-0.476875	-0.0028125
4.66	-0.470625	-0.028125
4.66	-0.48	-0.0275
4.66	-0.481875	0.0428125
4.66	-0.435	0.024375
4.66	-0.5025	0.0203125
4.66	-0.438125	-0.0209375
4.66	-0.49375	-0.0053125
4.66	-0.480625	-0.0478125
4.66	-0.49625	0.0003125
4.66	-0.445625	-0.0309375
4.66	-0.459375	-0.00375
4.66	-0.48375	-0.0009375
4.66	-0.453125	0.02375
4.66	-0.484375	-0.0003125
4.66	-0.45625	0.000625
4.66	-0.445625	-0.05
4.66	-0.4675	0.0296875
4.66	-0.435	-0.013125
4.66	-0.45875	0.0353125
4.66	-0.488125	0.0315625
4.66	-0.463125	0.0165625
4.66	-0.466875	0.01375
4.66	-0.455	0.025
4.66	-0.481875	0.009375
4.66	-0.50375	-0.0284375
4.66	-0.449375	0.010625
4.66	-0.481875	0.0265625
4.66	-0.43625	0.0178125
4.66	-0.45375	0.011875
4.66	-0.46	0.0025
4.66	-0.46375	-0.01125
4.66	-0.460625	-0.0025
4.66	-0.51625	0.0053125
4.66	-0.469375	-0.0296875
4.66	-0.45	-0.0340625
4.66	-0.46125	-0.015
4.66	-0.4725	-0.01625
4.66	-0.4775	0.0021875
4.66	-0.4425	-0.0046875
4.66	-0.48125	-0.0075
4.66	-0.44625	0.031875
4.66	-0.435625	-0.0221875
4.66	-0.49125	-0.008125
4.66	-0.47625	0.0415625
4.66	-0.476875	0.0134375
4.66	-0.443125	0.0096875
4.66	-0.48125	0.0253125
4.66	-0.46625	-0.0225
4.66	-0.466875	0.0209375
4.66	-0.4825	0.001875
4.66	-0.500625	-0.0428125
4.66	-0.4675	-0.006875
4.66	-0.4675	-0.0146875
4.66	-0.5125	-0.018125
4.66	-0.425625	0.0103125
4.66	-0.48875	-0.010625
4.66	-0.47	-0.0246875
4.66	-0.489375	-0.025
4.66	-0.463125	0.0215625
4.66	-0.45625	-0.01
4.66	-0.483125	0.0209375
4.66	-0.445625	0.0121875
4.66	-0.485	-0.003125
4.66	-0.48125	-0.0171875
4.66	-0.461875	-0.0065625
4.66	-0.493125	0.0228125
4.66	-0.453125	0.0096875
4.66	-0.45625	-0.01875
4.66	-0.458125	0.0315625
4.66	-0.464375	0.0371875
4.66	-0.483125	-0.020625
4.66	-0.4825	0.0346875
4.66	-0.499375	0.06375
4.66	-0.45375	0.00875
4.66	-0.485625	-0.020625
4.66	-0.47	-0.001875
4.66	-0.471875	0.019375
4.66	-0.480625	-0.00375
4.66	-0.4925	-0.014375
4.66	-0.483125	-0.0096875
4.66	-0.454375	-0.01375
4.66	-0.463125	0.02375
4.66	-0.461875	-0.0165625
4.66	-0.476875	0.0053125
4.66	-0.4825	-0.0296875
4.66	-0.475	0.0003125
4.66	-0.448125	-0.001875
4.66	-0.436875	0.0165625
4.66	-0.46875	0.0215625
4.66	-0.45625	-0.0390625
4.66	-0.461875	-0.040625
4.66	-0.44125	-0.0003125
4.66	-0.455625	-0.0378125
4.66	-0.49125	-0.01875
4.66	-0.47	-0.0034375
4.66	-0.454375	-0.0128125
4.66	-0.47625	0.043125
4.66	-0.463125	0.025
4.66	-0.428125	0.00625
4.66	-0.465	0.0040625
4.66	-0.435	-0.0346875
4.66	-0.508125	0.0346875
4.66	-0.455625	-0.0040625
4.66	-0.49125	-0.006875
4.66	-0.523125	-0.0296875
4.66	-0.448125	-0.003125
4.66	-0.445	0.0028125
4.66	-0.465	0.0253125
4.66	-0.470625	0.0175
4.66	-0.459375	0.0015625
4.66	-0.454375	-0.0115625
4.66	-0.4725	-0.001875
4.66	-0.438125	0.01
