5	-22	-0.0464
4.83333	-510	0.056
4.66667	-718	-0.0528
4.5	-542	0.0112
4.33333	-454	0.0528
4.16667	-550	0.1232
4	-598	-0.0528
3.83333	-582	-0.1008
3.66667	-718	-0.056
3.5	-662	0.0176
3.33333	-694	-0.1552
3.16667	-750	0.0688
3	-1182	-0.104
2.83333	-1094	0.1808
2.66667	-1182	0.0112
2.5	-1390	0.3856
2.33333	-1374	0.3472
2.16667	-2094	-0.8752
2	-1934	-0.8304
1.83333	-2286	-0.9584
1.66667	-2446	-0.9936
1.5	-2430	-0.9904
1.33333	-2478	-1
1.16667	-2478	-1
1	-2462	-0.9968
0.833333	-2478	-1
0.666667	-2478	-1
0.5	-2478	-1
0.333333	-2478	-1
0.166667	-2478	-1
0	-2478	-1
