-15 -17 0
-15 -16 0
-15 -15 0
-15 -14 0
-15 -13 0
-15 -12 0
-15 -11 0
-15 -10 0
-15 -9 0
-15 -8 0
-15 -7 0
-15 -6 0
-15 -5 0
-15 -4 0
-15 -3 0
-15 -2 0
-15 -1 0
-15 0 0
-15 1 1
-15 2 1
-15 3 0
-15 4 0
-15 5 0
-15 6 0
-15 7 0
-15 8 0
-15 9 0
-15 10 0
-15 11 0
-15 12 0
-15 13 0
-15 14 0
-15 15 0
-15 16 0
-14 -17 0
-14 -16 0
-14 -15 0
-14 -14 0
-14 -13 0
-14 -12 0
-14 -11 0
-14 -10 0
-14 -9 0
-14 -8 0
-14 -7 0
-14 -6 0
-14 -5 0
-14 -4 0
-14 -3 1
-14 -2 2
-14 -1 1
-14 0 1
-14 1 1
-14 2 1
-14 3 0
-14 4 1
-14 5 0
-14 6 0
-14 7 0
-14 8 0
-14 9 0
-14 10 0
-14 11 0
-14 12 0
-14 13 0
-14 14 0
-14 15 0
-14 16 0
-13 -17 0
-13 -16 0
-13 -15 0
-13 -14 0
-13 -13 0
-13 -12 0
-13 -11 0
-13 -10 0
-13 -9 0
-13 -8 0
-13 -7 0
-13 -6 0
-13 -5 1
-13 -4 2
-13 -3 3
-13 -2 2
-13 -1 3
-13 0 1
-13 1 1
-13 2 2
-13 3 2
-13 4 2
-13 5 0
-13 6 0
-13 7 0
-13 8 0
-13 9 0
-13 10 0
-13 11 0
-13 12 0
-13 13 0
-13 14 0
-13 15 0
-13 16 0
-12 -17 0
-12 -16 0
-12 -15 0
-12 -14 0
-12 -13 0
-12 -12 0
-12 -11 0
-12 -10 0
-12 -9 0
-12 -8 0
-12 -7 0
-12 -6 0
-12 -5 1
-12 -4 2
-12 -3 5
-12 -2 3
-12 -1 4
-12 0 1
-12 1 3
-12 2 3
-12 3 2
-12 4 0
-12 5 0
-12 6 0
-12 7 0
-12 8 0
-12 9 0
-12 10 0
-12 11 0
-12 12 0
-12 13 0
-12 14 0
-12 15 0
-12 16 0
-11 -17 0
-11 -16 0
-11 -15 0
-11 -14 0
-11 -13 0
-11 -12 0
-11 -11 0
-11 -10 0
-11 -9 1
-11 -8 0
-11 -7 0
-11 -6 0
-11 -5 3
-11 -4 0
-11 -3 3
-11 -2 4
-11 -1 8
-11 0 2
-11 1 7
-11 2 4
-11 3 4
