Merged spectral data

 274.41; 0.02359
 275.01; 0.03004
 275.61; 0.03211
 276.22; 0.03542
 276.82; 0.03481
 277.42; 0.03816
 278.03; 0.04196
 278.63; 0.04329
 279.24; 0.04257
 279.84; 0.04100
 280.44; 0.04433
 281.05; 0.05015
 281.65; 0.04940
 282.25; 0.04977
 282.86; 0.04917
 283.46; 0.05071
 284.06; 0.05078
 284.67; 0.05132
 285.27; 0.05464
 285.87; 0.06083
 286.48; 0.06277
 287.08; 0.06910
 287.68; 0.07248
 288.29; 0.07318
 288.89; 0.06709
 289.49; 0.07262
 290.10; 0.07236
 290.70; 0.07742
 291.30; 0.07504
 291.91; 0.07954
 292.51; 0.08457
 293.11; 0.08014
 293.72; 0.07271
 294.32; 0.07868
 294.92; 0.08019
 295.52; 0.08646
 296.13; 0.08283
 296.73; 0.08287
 297.33; 0.07748
 297.94; 0.08042
 298.54; 0.07876
 299.14; 0.08624
 299.74; 0.08917
 300.35; 0.09591
 300.95; 0.08895
 301.55; 0.09205
 302.15; 0.09330
 302.76; 0.09854
 303.36; 0.09894
 303.96; 0.11201
 304.56; 0.10594
 305.17; 0.09785
 305.77; 0.09173
 306.37; 0.10953
 306.97; 0.11158
 307.58; 0.12109
 308.18; 0.11520
 308.78; 0.11097
 309.38; 0.12425
 309.98; 0.11908
 310.59; 0.09187
 311.19; 0.09918
 311.79; 0.12141
 312.39; 0.13397
 313.00; 0.12782
 313.60; 0.12502
 314.20; 0.14840
 314.80; 0.17333
 315.40; 0.17311
 316.01; 0.17132
 316.61; 0.15428
 317.21; 0.15186
 317.81; 0.15307
 318.41; 0.15496
 319.01; 0.15929
 319.62; 0.17790
 320.22; 0.18699
 320.82; 0.18509
 321.42; 0.18236
 322.02; 0.19462
 322.62; 0.19997
 323.23; 0.20178
 323.83; 0.21725
 324.43; 0.22778
 325.03; 0.20977
 325.63; 0.18636
 326.23; 0.20474
 326.83; 0.23916
 327.44; 0.23824
 328.04; 0.24127
 328.64; 0.24551
 329.24; 0.26620
 329.84; 0.25551
 330.44; 0.27119
 331.04; 0.28203
 331.64; 0.31350
 332.24; 0.31648
 332.85; 0.28892
 333.45; 0.27817
 334.05; 0.29927
 334.65; 0.33328
 335.25; 0.33640
 335.85; 0.34789
 336.45; 0.37043
 337.05; 0.34092
 337.65; 0.31885
 338.25; 0.32036
 338.85; 0.35972
 339.46; 0.36759
 340.06; 0.36488
 340.66; 0.38954
 341.26; 0.42868
 341.86; 0.42409
 342.46; 0.42546
 343.06; 0.43425
 343.66; 0.46118
 344.26; 0.47547
 344.86; 0.51614
 345.46; 0.52267
 346.06; 0.54973
 346.66; 0.52777
 347.26; 0.52921
 347.86; 0.53760
 348.46; 0.55658
 349.06; 0.54994
 349.66; 0.57202
 350.26; 0.57544
 350.86; 0.59853
 351.46; 0.60167
 352.06; 0.61900
 352.66; 0.63222
 353.26; 0.67719
 353.86; 0.66184
 354.46; 0.67005
 355.06; 0.70043
 355.66; 0.73301
 356.26; 0.73524
 356.86; 0.71773
 357.46; 0.74576
 358.06; 0.78185
 358.66; 0.81651
 359.26; 0.81430
 359.86; 0.83116
 360.46; 0.86467
 361.06; 0.88195
 361.66; 0.91765
 362.26; 0.93042
 362.86; 0.98636
 363.46; 1.00402
 364.06; 1.00588
 364.66; 1.00537
 365.26; 1.05734
 365.86; 1.07932
 366.46; 1.10233
 367.06; 1.10746
 367.66; 1.15292
 368.25; 1.16394
 368.85; 1.16909
 369.45; 1.18257
 370.05; 1.21742
 370.65; 1.25591
 371.25; 1.25879
 371.85; 1.25256
 372.45; 1.28085
 373.05; 1.32273
 373.65; 1.35015
 374.25; 1.35646
 374.84; 1.41751
 375.44; 1.47004
 376.04; 1.51472
 376.64; 1.54571
 377.24; 1.57826
 377.84; 1.60043
 378.44; 1.60650
 379.04; 1.60889
 379.63; 1.63907
 380.23; 1.68720
 380.83; 1.72396
 381.43; 1.75306
 382.03; 1.79343
 382.63; 1.81371
 383.23; 1.85740
 383.82; 1.88318
 384.42; 1.92541
 385.02; 1.94820
 385.62; 1.98931
 386.22; 2.01776
 386.82; 2.06381
 387.41; 2.10207
 388.01; 2.14038
 388.61; 2.15276
 389.21; 2.18538
 389.81; 2.20997
 390.41; 2.25429
 391.00; 2.29798
 391.60; 2.33990
 392.20; 2.37729
 392.80; 2.42210
 393.40; 2.46603
 393.99; 2.50176
 394.59; 2.55343
 395.19; 2.58813
 395.79; 2.60695
 396.39; 2.63638
 396.98; 2.65880
 397.58; 2.70143
 398.18; 2.73197
 398.78; 2.76188
 399.37; 2.79246
 399.97; 2.84663
 400.57; 2.89141
 401.17; 2.94592
 401.76; 2.97324
 402.36; 3.01690
 402.96; 3.05213
 403.56; 3.11087
 404.15; 3.14662
 404.75; 3.18448
 405.35; 3.22215
 405.95; 3.27296
 406.54; 3.31209
 407.14; 3.35638
 407.74; 3.38160
 408.33; 3.42863
 408.93; 3.46533
 409.53; 3.53501
 410.13; 3.56834
 410.72; 3.60831
 411.32; 3.64127
 411.92; 3.68032
 412.51; 3.72683
 413.11; 3.77605
 413.71; 3.82698
 414.30; 3.87966
 414.90; 3.92247
 415.50; 3.97884
 416.09; 4.01252
 416.69; 4.05887
 417.29; 4.09861
 417.88; 4.15576
 418.48; 4.19353
 419.08; 4.24004
 419.67; 4.29340
 420.27; 4.35076
 420.87; 4.39264
 421.46; 4.43967
 422.06; 4.50553
 422.66; 4.57811
 423.25; 4.63508
 423.85; 4.67550
 424.45; 4.71674
 425.04; 4.76581
 425.64; 4.82023
 426.23; 4.87894
 426.83; 4.94286
 427.43; 4.99919
 428.02; 5.04940
 428.62; 5.10170
 429.22; 5.15467
 429.81; 5.22095
 430.41; 5.27528
 431.00; 5.34437
 431.60; 5.40113
 432.20; 5.44932
 432.79; 5.49064
 433.39; 5.54496
 433.98; 5.61311
 434.58; 5.67737
 435.17; 5.72488
 435.77; 5.77649
 436.37; 5.83255
 436.96; 5.90016
 437.56; 5.95158
 438.15; 6.02011
 438.75; 6.06915
 439.34; 6.14201
 439.94; 6.18951
 440.53; 6.26603
 441.13; 6.33155
 441.73; 6.40204
 442.32; 6.46318
 442.92; 6.52837
 443.51; 6.59115
 444.11; 6.65338
 444.70; 6.71415
 445.30; 6.78112
 445.89; 6.84271
 446.49; 6.91777
 447.08; 6.97428
 447.68; 7.04046
 448.27; 7.09708
 448.87; 7.17047
 449.46; 7.23172
 450.06; 7.30520
 450.65; 7.37817
 451.25; 7.46040
 451.84; 7.53755
 452.44; 7.60463
 453.03; 7.67239
 453.63; 7.73475
 454.22; 7.80184
 454.82; 7.86913
 455.41; 7.92877
 456.00; 8.01094
 456.60; 8.08468
 457.19; 8.17133
 457.79; 8.23690
 458.38; 8.30492
 458.98; 8.37994
 459.57; 8.45923
 460.17; 8.54363
 460.76; 8.62017
 461.35; 8.68778
 461.95; 8.75039
 462.54; 8.81876
 463.14; 8.88399
 463.73; 8.97678
 464.33; 9.05697
 464.92; 9.13688
 465.51; 9.20115
 466.11; 9.29657
 466.70; 9.39142
 467.30; 9.45940
 467.89; 9.52702
 468.48; 9.60625
 469.08; 9.69169
 469.67; 9.76479
 470.26; 9.84227
 470.86; 9.93935
 471.45;10.01944
 472.05;10.10332
 472.64;10.17656
 473.23;10.25415
 473.83;10.33277
 474.42;10.41585
 475.01;10.50926
 475.61;10.58833
 476.20;10.67704
 476.79;10.75674
 477.39;10.85042
 477.98;10.93692
 478.57;11.02198
 479.17;11.10251
 479.76;11.18975
 480.35;11.27270
 480.95;11.35094
 481.54;11.43309
 482.13;11.52347
 482.73;11.62386
 483.32;11.71439
 483.91;11.80772
 484.51;11.89499
 485.10;11.98198
 485.69;12.06845
 486.29;12.16119
 486.88;12.25295
 487.47;12.35349
 488.06;12.44374
 488.66;12.53420
 489.25;12.62188
 489.84;12.69971
 490.43;12.79473
 491.03;12.88126
 491.62;12.99136
 492.21;13.08070
 492.80;13.17366
 493.40;13.25457
 493.99;13.35070
 494.58;13.44907
 495.17;13.55663
 495.77;13.65686
 496.36;13.76512
 496.95;13.85705
 497.54;13.95434
 498.14;14.02966
 498.73;14.13277
 499.32;14.22239
 499.91;14.33329
 500.51;14.42651
 501.10;14.53168
 501.69;14.62538
 502.28;14.72310
 502.87;14.82374
 503.47;14.92438
 504.06;15.02661
 504.65;15.12600
 505.24;15.22596
 505.83;15.32219
 506.42;15.42418
 507.02;15.52672
 507.61;15.63456
 508.20;15.72884
 508.79;15.82643
 509.38;15.92418
 509.97;16.03721
 510.57;16.14360
 511.16;16.25259
 511.75;16.35706
 512.34;16.46769
 512.93;16.57141
 513.52;16.67609
 514.11;16.77248
 514.71;16.88354
 515.30;16.98673
 515.89;17.10514
 516.48;17.20656
 517.07;17.31244
 517.66;17.42181
 518.25;17.53676
 518.84;17.65213
 519.43;17.75261
 520.03;17.84850
 520.62;17.95724
 521.21;18.06472
 521.80;18.17963
 522.39;18.28639
 522.98;18.40564
 523.57;18.51488
 524.16;18.62085
 524.75;18.72973
 525.34;18.84289
 525.93;18.96134
 526.52;19.07334
 527.12;19.17799
 527.71;19.29455
 528.30;19.40988
 528.89;19.53336
 529.48;19.62829
 530.07;19.73028
 530.66;19.83279
 531.25;19.96050
 531.84;20.08430
 532.43;20.20354
 533.02;20.31168
 533.61;20.41431
 534.20;20.53945
 534.79;20.66420
 535.38;20.79047
 535.97;20.89162
 536.56;21.00318
 537.15;21.12683
 537.74;21.24720
 538.33;21.36146
 538.92;21.46831
 539.51;21.59099
