0.01	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.02	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.03	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.04	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.05	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.06	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.07	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.08	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.09	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.1	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.11	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.12	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.13	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.14	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.15	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.16	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.17	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.18	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.19	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.2	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.21	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.22	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.23	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.24	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.25	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.26	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.27	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.28	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.29	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.3	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.31	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.32	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.33	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.34	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.35	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.36	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.37	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
0.38	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063	-4.96063	4.96063
