0	0	0.000497551	0.000681716	0.000934032	0.00127971	0.00175325	0.00240193	0.00329041	0.00450717	0.00617317	0.00845369	0.0115742	0.0158421	0.0216751	0.0296397	0.040501	0.0552862	0.0753647	0.102542	0.139162	0.188205	0.253338	0.338861	0.449438	0.589455	0.761822	0.966099	1.19608	1.43749	1.66715	1.85534	1.9722	1.99673	1.92428	1.76832	1.55545	1.31649	1.07844	0.860074	0.671399	0.51542	0.390625	0.293175	0.218434	0.161866	0.119469	0.0879214	0.064572	0.0473585	0.0347059	0.0254268	0.018634	0.013669	0.0100452	0.00740447	0.00548404	0.00409141	0.00308608	0.00236582	0.00185669	0.00150575	0.00127585	0.00114194	0.00108857	0.00110838	0.00120135	0.0013748	0.00164414	0.00203438	0.00258262	0.00334177	0.00438572	0.00581664	0.007775	0.0104532	0.014114	0.0191155	0.0259441	0.0352583	0.0479451	0.0651917	0.0885729	0.12015	0.162576	0.21917	0.293934	0.391402	0.51621	0.672196	0.860869	1.07922	1.31725	1.55618	1.769	1.92489	1.99728	1.97268	1.85574	1.66748	1.43775	1.19629	0.966262	0.761948	0.589551	0.44951	0.338914	0.253378	0.188235	0.139184	0.102558	0.0753766	0.0552949	0.0405073	0.0296444	0.0216785	0.0158446	0.0115761	0.00845501	0.00617413	0.00450786	0.00329091	0.0024023	0.00175352	0.0012799	0.000934171	0.000681816	0.000497623	0
0.01	0	0.000416637	0.000744878	0.000938712	0.00127308	0.00174623	0.00239231	0.00327723	0.00448912	0.00614847	0.00841988	0.011528	0.0157789	0.0215887	0.0295218	0.0403403	0.0550678	0.0750687	0.102142	0.138625	0.187489	0.252392	0.337628	0.44786	0.587483	0.759437	0.963338	1.19307	1.43446	1.66446	1.85338	1.9713	1.99705	1.92574	1.77067	1.55832	1.31952	1.08133	0.862647	0.673576	0.517191	0.392026	0.294259	0.21926	0.162488	0.119933	0.0882664	0.064827	0.0475464	0.034844	0.0255282	0.0187085	0.0137237	0.0100854	0.00743416	0.00550604	0.00410783	0.00309847	0.00237532	0.00186415	0.0015118	0.00128098	0.00114653	0.00109295	0.00111284	0.00120619	0.00138034	0.00165076	0.00204257	0.00259302	0.00335523	0.00440337	0.00584004	0.00780627	0.0104952	0.0141707	0.0191922	0.026048	0.035399	0.0481358	0.0654499	0.0889215	0.120619	0.163202	0.220001	0.295023	0.392809	0.517989	0.67438	0.863451	1.08212	1.32029	1.55906	1.77136	1.92637	1.9976	1.97178	1.85378	1.66479	1.43473	1.19328	0.963502	0.759563	0.587579	0.447932	0.337682	0.252432	0.187519	0.138647	0.102158	0.0750806	0.0550766	0.0403467	0.0295265	0.0215921	0.0157814	0.0115298	0.0084212	0.00614943	0.00448982	0.00327774	0.00239267	0.00174649	0.00127328	0.000938852	0.000744988	0.000416698	0
0.02	0	0.00026152	0.000815136	0.00101718	0.00126377	0.00173502	0.00238301	0.00326415	0.00447114	0.00612386	0.0083862	0.0114819	0.0157159	0.0215027	0.0294045	0.0401804	0.0548504	0.0747739	0.101744	0.138091	0.186776	0.25145	0.3364	0.446287	0.585516	0.757052	0.96057	1.19004	1.43142	1.66176	1.85142	1.97042	1.99739	1.92722	1.77302	1.56117	1.32252	1.08421	0.865216	0.675754	0.518967	0.393432	0.295348	0.22009	0.163113	0.1204	0.0886129	0.0650831	0.0477351	0.0349828	0.0256301	0.0187833	0.0137786	0.0101258	0.00746397	0.00552813	0.00412432	0.00311092	0.00238486	0.00187164	0.00151787	0.00128613	0.00115114	0.00109735	0.00111732	0.00121104	0.0013859	0.00165741	0.00205079	0.00260347	0.00336874	0.0044211	0.00586354	0.00783767	0.0105374	0.0142276	0.0192691	0.0261522	0.0355404	0.0483274	0.0657092	0.0892716	0.12109	0.163832	0.220836	0.296118	0.394221	0.519772	0.676568	0.86603	1.08501	1.3233	1.56192	1.77372	1.92786	1.99795	1.9709	1.85183	1.66209	1.43169	1.19025	0.960734	0.757178	0.585612	0.446359	0.336454	0.25149	0.186806	0.138112	0.10176	0.0747858	0.0548591	0.0401868	0.0294091	0.0215061	0.0157184	0.0114837	0.00838752	0.00612482	0.00447184	0.00326465	0.00238338	0.00173529	0.00126397	0.00101733	0.000815257	0.000261559	0
0.03	0	0.000143242	0.000740678	0.00116877	0.00130922	0.00170681	0.00236961	0.00325238	0.00445331	0.00609932	0.00835266	0.011436	0.0156532	0.021417	0.0292876	0.0400212	0.0546339	0.0744805	0.101348	0.137558	0.186066	0.250513	0.335178	0.44472	0.583552	0.754668	0.957795	1.187	1.42836	1.65904	1.84946	1.96955	1.99775	1.92871	1.77536	1.56401	1.3255	1.08707	0.867781	0.677934	0.520748	0.394843	0.296442	0.220923	0.163741	0.120869	0.088961	0.0653404	0.0479246	0.0351221	0.0257325	0.0188584	0.0138338	0.0101664	0.00749391	0.00555031	0.00414088	0.00312341	0.00239444	0.00187916	0.00152397	0.0012913	0.00115577	0.00110176	0.00112182	0.00121592	0.00139148	0.00166408	0.00205905	0.00261395	0.0033823	0.00443889	0.00588714	0.00786919	0.0105797	0.0142847	0.0193464	0.0262569	0.0356824	0.0485198	0.0659697	0.0896233	0.121563	0.164464	0.221675	0.297217	0.395639	0.52156	0.678757	0.868605	1.08788	1.3263	1.56477	1.77607	1.92936	1.99833	1.97004	1.84987	1.65937	1.42863	1.18721	0.95796	0.754794	0.583648	0.444792	0.335231	0.250553	0.186096	0.13758	0.101364	0.0744924	0.0546427	0.0400276	0.0292922	0.0214204	0.0156557	0.0114379	0.00835399	0.00610028	0.00445401	0.00325289	0.00236998	0.00170707	0.00130941	0.00116895	0.00074079	0.000143263	0
0.04	0	0.000100805	0.000552316	0.00124516	0.00147556	0.00169471	0.00233074	0.00324057	0.00443773	0.00607475	0.00831918	0.0113904	0.0155907	0.0213317	0.0291711	0.0398626	0.0544184	0.0741883	0.100953	0.137029	0.18536	0.249579	0.33396	0.443158	0.581593	0.752283	0.955013	1.18394	1.42528	1.6563	1.8475	1.9687	1.99814	1.93022	1.7777	1.56682	1.32847	1.08992	0.87034	0.680116	0.522533	0.396259	0.29754	0.221761	0.164372	0.12134	0.0893107	0.0655987	0.0481149	0.035262	0.0258352	0.0189338	0.0138892	0.0102072	0.00752397	0.00557259	0.0041575	0.00313595	0.00240406	0.00188671	0.0015301	0.00129649	0.00116042	0.0011062	0.00112633	0.00122081	0.00139708	0.00167078	0.00206735	0.00262448	0.00339592	0.00445676	0.00591083	0.00790084	0.0106223	0.0143421	0.019424	0.0263621	0.0358249	0.0487131	0.0662313	0.0899765	0.122038	0.1651	0.222517	0.298321	0.397062	0.523353	0.680947	0.871174	1.09074	1.32927	1.5676	1.77842	1.93088	1.99872	1.9692	1.84791	1.65664	1.42555	1.18415	0.955177	0.752409	0.581689	0.44323	0.334014	0.249619	0.185389	0.13705	0.100969	0.0742002	0.0544271	0.039869	0.0291758	0.0213351	0.0155932	0.0113922	0.00832051	0.00607572	0.00443843	0.00324108	0.00233111	0.00169497	0.00147578	0.00124535	0.000552401	0.000100821	0
0.05	0	9.66531e-05	0.000396593	0.00113152	0.00168769	0.00179881	0.00226461	0.00320599	0.00442818	0.00605234	0.00828525	0.0113448	0.0155285	0.0212467	0.0290552	0.0397047	0.0542037	0.0738974	0.100561	0.136501	0.184656	0.24865	0.332748	0.441602	0.579638	0.749898	0.952222	1.18087	1.42218	1.65356	1.84553	1.96786	1.99853	1.93174	1.78004	1.56963	1.33142	1.09275	0.872892	0.682297	0.524322	0.397681	0.298643	0.222602	0.165006	0.121814	0.0896619	0.0658582	0.048306	0.0354025	0.0259384	0.0190096	0.0139448	0.0102481	0.00755414	0.00559495	0.00417419	0.00314855	0.00241372	0.00189429	0.00153625	0.0013017	0.00116509	0.00111065	0.00113087	0.00122573	0.0014027	0.00167751	0.00207567	0.00263505	0.00340959	0.0044747	0.00593462	0.00793263	0.010665	0.0143997	0.0195019	0.0264677	0.0359681	0.0489071	0.066494	0.0903313	0.122515	0.165738	0.223364	0.29943	0.398491	0.52515	0.683137	0.873736	1.09359	1.33224	1.57042	1.78077	1.9324	1.99913	1.96836	1.84596	1.6539	1.42245	1.18108	0.952387	0.750024	0.579733	0.441674	0.332802	0.24869	0.184686	0.136523	0.100577	0.0739092	0.0542124	0.0397111	0.0290599	0.0212501	0.015531	0.0113466	0.00828658	0.0060533	0.00442888	0.00320649	0.00226496	0.00179909	0.00168795	0.00113169	0.000396655	9.66682e-05	0
0.06	0	8.94308e-05	0.000339952	0.000911297	0.0017552	0.00205486	0.00225793	0.00311395	0.00441016	0.00604059	0.00825186	0.0112984	0.0154666	0.0211621	0.0289398	0.0395474	0.05399	0.0736077	0.10017	0.135976	0.183956	0.247726	0.331541	0.440051	0.577686	0.747511	0.949424	1.17778	1.41907	1.65081	1.84357	1.96702	1.99894	1.93326	1.78238	1.57243	1.33435	1.09557	0.875436	0.684477	0.526115	0.399107	0.299751	0.223448	0.165642	0.122289	0.0900147	0.0661189	0.048498	0.0355436	0.026042	0.0190856	0.0140007	0.0102892	0.00758445	0.0056174	0.00419095	0.00316119	0.00242342	0.0019019	0.00154243	0.00130694	0.00116977	0.00111512	0.00113542	0.00123066	0.00140835	0.00168427	0.00208403	0.00264566	0.00342332	0.00449272	0.0059585	0.00796454	0.0107079	0.0144575	0.0195802	0.0265737	0.0361119	0.049102	0.0667579	0.0906878	0.122995	0.16638	0.224214	0.300544	0.399924	0.526951	0.685326	0.876291	1.09642	1.33518	1.57323	1.78313	1.93394	1.99954	1.96753	1.844	1.65115	1.41934	1.178	0.949588	0.747636	0.577781	0.440123	0.331595	0.247766	0.183986	0.135998	0.100186	0.0736196	0.0539987	0.0395538	0.0289444	0.0211656	0.0154691	0.0113002	0.00825318	0.00604155	0.00441086	0.00311444	0.00225828	0.00205517	0.00175547	0.00091144	0.000340006	8.94449e-05	0
0.07	0	7.49912e-05	0.000328239	0.000752185	0.0016035	0.00231177	0.00243592	0.00299817	0.00433194	0.00604045	0.00822914	0.0112499	0.015404	0.0210782	0.0288248	0.0393908	0.0537772	0.0733193	0.0997804	0.135454	0.18326	0.246805	0.33034	0.438505	0.575736	0.745122	0.946617	1.17469	1.41595	1.64805	1.84161	1.96618	1.99935	1.9348	1.78473	1.57524	1.33728	1.09838	0.877971	0.686654	0.52791	0.400539	0.300864	0.224297	0.166282	0.122767	0.0903692	0.0663807	0.0486908	0.0356854	0.026146	0.019162	0.0140568	0.0103304	0.00761487	0.00563995	0.00420778	0.00317389	0.00243315	0.00190954	0.00154862	0.00131219	0.00117448	0.0011196	0.00113999	0.00123562	0.00141402	0.00169105	0.00209242	0.00265631	0.00343711	0.0045108	0.00598248	0.00799658	0.0107509	0.0145156	0.0196588	0.0266802	0.0362562	0.0492978	0.067023	0.0910458	0.123477	0.167024	0.225069	0.301663	0.401363	0.528754	0.687513	0.878836	1.09924	1.33812	1.57605	1.78549	1.93549	1.99996	1.9667	1.84204	1.6484	1.41622	1.1749	0.946781	0.745247	0.575831	0.438577	0.330393	0.246845	0.183289	0.135475	0.0997965	0.0733312	0.0537859	0.0393972	0.0288295	0.0210816	0.0154065	0.0112517	0.00823047	0.00604141	0.00433264	0.00299865	0.0024363	0.00231212	0.00160375	0.000752304	0.000328291	7.50032e-05	0
0.08	0	6.55774e-05	0.000301719	0.000700023	0.0013734	0.00236056	0.00277844	0.00300692	0.00415923	0.00600736	0.00823432	0.0112064	0.015337	0.0209942	0.0287109	0.0392348	0.0535652	0.0730322	0.0993929	0.134934	0.182567	0.24589	0.329143	0.436964	0.573789	0.742729	0.943802	1.17158	1.41282	1.6453	1.83965	1.96534	1.99977	1.93633	1.78709	1.57804	1.3402	1.10118	0.880495	0.688827	0.529707	0.401975	0.301982	0.225151	0.166926	0.123247	0.0907253	0.0666437	0.0488845	0.0358277	0.0262505	0.0192387	0.0141131	0.0103718	0.00764542	0.00566259	0.00422467	0.00318663	0.00244293	0.00191722	0.00155485	0.00131747	0.0011792	0.00112411	0.00114458	0.00124059	0.00141972	0.00169786	0.00210085	0.00266701	0.00345095	0.00452896	0.00600656	0.00802875	0.0107941	0.0145739	0.0197377	0.0267871	0.0364012	0.0494944	0.0672892	0.0914056	0.123961	0.167672	0.225928	0.302788	0.402806	0.530559	0.689695	0.881371	1.10205	1.34105	1.57886	1.78786	1.93704	2.00038	1.96587	1.84008	1.64564	1.41309	1.17179	0.943965	0.742853	0.573883	0.437035	0.329197	0.245929	0.182596	0.134955	0.099409	0.073044	0.0535739	0.0392412	0.0287155	0.0209977	0.0153395	0.0112082	0.00823565	0.00600833	0.0041599	0.00300739	0.00277887	0.00236092	0.00137361	0.000700134	0.000301767	6.55879e-05	0
0.09	0	6.25792e-05	0.000264752	0.000675346	0.00123392	0.00218467	0.00306365	0.00326757	0.00398542	0.00585623	0.00825193	0.0111945	0.0152658	0.0209057	0.0285983	0.03908	0.053354	0.0727463	0.0990071	0.134416	0.181877	0.244979	0.327953	0.435428	0.571842	0.740332	0.94098	1.16847	1.40969	1.64253	1.83768	1.9645	2.00017	1.93787	1.78945	1.58085	1.34311	1.10396	0.883009	0.690994	0.531503	0.403416	0.303106	0.226009	0.167572	0.123729	0.091083	0.0669078	0.0490789	0.0359706	0.0263555	0.0193157	0.0141696	0.0104134	0.0076761	0.00568531	0.00424164	0.00319943	0.00245274	0.00192492	0.0015611	0.00132277	0.00118395	0.00112863	0.00114918	0.00124559	0.00142543	0.0017047	0.00210931	0.00267775	0.00346484	0.0045472	0.00603074	0.00806105	0.0108375	0.0146325	0.0198169	0.0268944	0.0365469	0.0496918	0.0675567	0.091767	0.124448	0.168323	0.226792	0.303917	0.404254	0.532364	0.691871	0.883896	1.10485	1.34399	1.58169	1.79024	1.93859	2.0008	1.96503	1.83811	1.64288	1.40996	1.16868	0.941141	0.740455	0.571935	0.435498	0.328005	0.245018	0.181906	0.134438	0.0990232	0.0727581	0.0533627	0.0390864	0.0286029	0.0209091	0.0152683	0.0111963	0.00825327	0.00585718	0.00398606	0.00326808	0.00306413	0.00218501	0.00123412	0.000675455	0.000264795	6.25893e-05	0
