0	4	0	0
0.01	3.9999	2.03929e-16	0.000187495
0.02	3.9996	4.07992e-16	0.000749922
0.03	3.9991	6.12374e-16	0.0016871
0.04	3.9984	8.17262e-16	0.00299875
0.05	3.9975	1.02284e-15	0.00468444
0.06	3.99641	1.22931e-15	0.00674366
0.07	3.99511	1.43684e-15	0.00917575
0.08	3.99362	1.64562e-15	0.01198
0.09	3.99193	1.85585e-15	0.0151554
0.1	3.99004	2.0677e-15	0.0187011
0.11	3.98796	2.28138e-15	0.0226159
0.12	3.98569	2.49706e-15	0.0268986
0.13	3.98322	2.71493e-15	0.0315479
0.14	3.98056	2.93518e-15	0.0365623
0.15	3.97771	3.15801e-15	0.0419402
0.16	3.97467	3.38359e-15	0.04768
0.17	3.97145	3.61211e-15	0.0537798
0.18	3.96803	3.84378e-15	0.0602377
0.19	3.96444	4.07876e-15	0.0670518
0.2	3.96066	4.31726e-15	0.0742198
0.21	3.9567	4.55946e-15	0.0817396
0.22	3.95257	4.80555e-15	0.0896087
0.23	3.94825	5.05571e-15	0.0978247
0.24	3.94377	5.31014e-15	0.106385
0.25	3.93911	5.56903e-15	0.115287
0.26	3.93428	5.83255e-15	0.124528
0.27	3.92928	6.1009e-15	0.134105
0.28	3.92412	6.37426e-15	0.144014
0.29	3.9188	6.65283e-15	0.154254
0.3	3.91332	6.93678e-15	0.16482
0.31	3.90768	7.2263e-15	0.17571
0.32	3.90188	7.52157e-15	0.186919
0.33	3.89594	7.82278e-15	0.198445
0.34	3.88985	8.1301e-15	0.210284
0.35	3.88361	8.44372e-15	0.222431
0.36	3.87723	8.76382e-15	0.234884
0.37	3.87071	9.09057e-15	0.247638
0.38	3.86405	9.42415e-15	0.26069
0.39	3.85726	9.76474e-15	0.274035
0.4	3.85034	1.01125e-14	0.287669
0.41	3.8433	1.04676e-14	0.301587
0.42	3.83613	1.08302e-14	0.315786
0.43	3.82885	1.12005e-14	0.330262
0.44	3.82145	1.15787e-14	0.345008
0.45	3.81393	1.19648e-14	0.360022
