0	4	0	0
0.01	3.9984	1.47416e-16	0.000749922
0.02	3.9936	2.98289e-16	0.00299875
0.03	3.98562	4.55436e-16	0.00674365
0.04	3.97447	6.21631e-16	0.0119799
0.05	3.96017	7.9959e-16	0.018701
0.06	3.94274	9.91951e-16	0.0268984
0.07	3.92224	1.20126e-15	0.0365617
0.08	3.89869	1.42993e-15	0.0476788
0.09	3.87214	1.68028e-15	0.0602353
0.1	3.84265	1.95446e-15	0.0742152
0.11	3.81027	2.25446e-15	0.0896006
0.12	3.77507	2.58211e-15	0.106371
0.13	3.73712	2.93904e-15	0.124506
0.14	3.69649	3.3267e-15	0.14398
0.15	3.65327	3.74632e-15	0.164769
0.16	3.60753	4.19893e-15	0.186844
0.17	3.55938	4.68534e-15	0.210176
0.18	3.5089	5.20613e-15	0.234733
0.19	3.4562	5.76164e-15	0.260483
0.2	3.40137	6.352e-15	0.287388
0.21	3.34453	6.97711e-15	0.315414
0.22	3.28578	7.63663e-15	0.344519
0.23	3.22524	8.32999e-15	0.374662
0.24	3.16303	9.05641e-15	0.405802
0.25	3.09927	9.81489e-15	0.437893
0.26	3.03408	1.06042e-14	0.470889
0.27	2.96759	1.1423e-14	0.50474
0.28	2.89992	1.22696e-14	0.539397
0.29	2.8312	1.31423e-14	0.574809
0.3	2.76157	1.40391e-14	0.610921
0.31	2.69115	1.49579e-14	0.647679
0.32	2.62008	1.58965e-14	0.685025
0.33	2.54849	1.68526e-14	0.722903
0.34	2.47652	1.78237e-14	0.761252
0.35	2.4043	1.88072e-14	0.800012
0.36	2.33196	1.98006e-14	0.83912
0.37	2.25963	2.08011e-14	0.878515
0.38	2.18746	2.18063e-14	0.918132
0.39	2.11556	2.28132e-14	0.957906
0.4	2.04407	2.38194e-14	0.997771
0.41	1.97311	2.48222e-14	1.03766
0.42	1.90282	2.5819e-14	1.07751
0.43	1.83331	2.68073e-14	1.11725
0.44	1.76471	2.77848e-14	1.15681
0.45	1.69713	2.87493e-14	1.19613
0.46	1.63069	2.96985e-14	1.23513
0.47	1.56551	3.06305e-14	1.27376
0.48	1.50168	3.15436e-14	1.31194
0.49	1.43932	3.24361e-14	1.3496
0.5	1.37852	3.33067e-14	1.38669
0.51	1.31939	3.41541e-14	1.42313
0.52	1.26201	3.49773e-14	1.45885
0.53	1.20648	3.57757e-14	1.49381
0.54	1.15287	3.65486e-14	1.52793
0.55	1.10127	3.72958e-14	1.56115
0.56	1.05175	3.80172e-14	1.59342
0.57	1.00438	3.87128e-14	1.62467
0.58	0.959224	3.93832e-14	1.65486
0.59	0.916338	4.00288e-14	1.68392
0.6	0.875777	4.06503e-14	1.7118
0.61	0.837589	4.12486e-14	1.73846
0.62	0.801816	4.18248e-14	1.76386
0.63	0.768496	4.23801e-14	1.78793
0.64	0.737659	4.29156e-14	1.81065
0.65	0.709332	4.34329e-14	1.83197
0.66	0.683534	4.39332e-14	1.85186
0.67	0.660282	4.4418e-14	1.87029
