0	4	0	0
0.01	3.96013	-1.8088e-17	0.00373855
0.02	3.84214	-2.88974e-17	0.0148173
0.03	3.65078	-1.85433e-17	0.0328294
0.04	3.39373	2.41709e-17	0.0571092
0.05	3.08136	1.05722e-16	0.0867513
0.06	2.72621	2.26994e-16	0.120638
0.07	2.34255	3.83526e-16	0.157474
0.08	1.94578	5.66503e-16	0.195832
0.09	1.55181	7.64085e-16	0.234199
0.1	1.1764	9.62868e-16	0.27104
0.11	0.834548	1.14946e-15	0.304851
0.12	0.539857	1.31223e-15	0.334229
0.13	0.304017	1.44305e-15	0.357928
0.14	0.136318	1.53867e-15	0.374916
0.15	0.043286	1.60119e-15	0.384424
0.16	0.0284262	1.63723e-15	0.385979
0.17	0.0920907	1.65604e-15	0.379429
0.18	0.231473	1.66711e-15	0.364947
0.19	0.440733	1.67812e-15	0.343024
0.2	0.71124	1.694e-15	0.314443
0.21	1.03194	1.71732e-15	0.28024
0.22	1.3898	1.74933e-15	0.241658
0.23	1.77034	1.79106e-15	0.200087
0.24	2.15826	1.84362e-15	0.157003
0.25	2.538	1.90735e-15	0.113907
0.26	2.89444	1.98058e-15	0.0722655
0.27	3.21342	2.05859e-15	0.0334522
0.28	3.48242	2.13379e-15	-0.00129748
0.29	3.69095	2.19743e-15	-0.0309276
0.3	3.83103	2.24228e-15	-0.0545936
0.31	3.89747	2.26546e-15	-0.0716846
0.32	3.88807	2.27024e-15	-0.0818388
0.33	3.80368	2.2661e-15	-0.0849502
0.34	3.64818	2.26716e-15	-0.0811683
0.35	3.42825	2.28939e-15	-0.0708906
0.36	3.15314	2.34754e-15	-0.0547493
0.37	2.83423	2.45252e-15	-0.0335905
0.38	2.48459	2.60956e-15	-0.00844677
0.39	2.11842	2.8173e-15	0.0194966
0.4	1.75046	3.06767e-15	0.048942
0.41	1.39543	3.34654e-15	0.0785261
0.42	1.0674	3.6354e-15	0.10687
0.43	0.779231	3.9137e-15	0.132636
0.44	0.542088	4.16198e-15	0.154576
0.45	0.364982	4.36487e-15	0.171593
0.46	0.254431	4.51325e-15	0.18278
0.47	0.214226	4.60494e-15	0.187468
0.48	0.245296	4.64363e-15	0.18525
0.49	0.345702	4.63673e-15	0.176
0.5	0.51074	4.5929e-15	0.159878
0.51	0.73316	4.52046e-15	0.137318
0.52	1.00349	4.42706e-15	0.109006
0.53	1.31041	4.32037e-15	0.0758463
0.54	1.6413	4.20916e-15	0.0389132
0.55	1.98267	4.10349e-15	-0.000595728
0.56	2.32078	4.01378e-15	-0.041415
0.57	2.64219	3.94867e-15	-0.0822651
0.58	2.93427	3.91263e-15	-0.121904
0.59	3.18572	3.90452e-15	-0.159172
0.6	3.38702	3.91778e-15	-0.193035
0.61	3.53076	3.94248e-15	-0.222614
0.62	3.61196	3.96857e-15	-0.247209
0.63	3.62818	3.98926e-15	-0.266321
0.64	3.57964	4.00336e-15	-0.279655
0.65	3.46917	4.01619e-15	-0.287126
0.66	3.30201	4.03865e-15	-0.288856
0.67	3.08563	4.08519e-15	-0.285169
0.68	2.82936	4.1709e-15	-0.27657
0.69	2.544	4.30849e-15	-0.263735
0.7	2.24136	4.50536e-15	-0.247483
0.71	1.93376	4.76134e-15	-0.228751
0.72	1.63355	5.06748e-15	-0.20856
0.73	1.35257	5.40628e-15	-0.187982
0.74	1.10173	5.7538e-15	-0.168097
0.75	0.890536	6.08322e-15	-0.149953
0.76	0.726761	6.36922e-15	-0.134526
0.77	0.616143	6.59198e-15	-0.122678
0.78	0.562194	6.73948e-15	-0.11512
0.79	0.566089	6.80777e-15	-0.112385
0.8	0.626663	6.79914e-15	-0.114803
0.81	0.740496	6.71947e-15	-0.122492
0.82	0.90209	6.57586e-15	-0.13535
0.83	1.10413	6.37575e-15	-0.15307
0.84	1.33781	6.12758e-15	-0.175152
0.85	1.59323	5.84239e-15	-0.200937
0.86	1.85978	5.53507e-15	-0.229634
0.87	2.12662	5.22423e-15	-0.26036
0.88	2.38312	4.93024e-15	-0.292187
0.89	2.61927	4.67188e-15	-0.32417
0.9	2.82606	4.46278e-15	-0.355398
0.91	2.99588	4.30901e-15	-0.385017
0.92	3.12272	4.20857e-15	-0.412266
0.93	3.20246	4.15304e-15	-0.436495
0.94	3.23294	4.13079e-15	-0.457183
0.95	3.21404	4.13066e-15	-0.473951
0.96	3.1476	4.1453e-15	-0.486563
0.97	3.03737	4.1732e-15	-0.494933
0.98	2.88874	4.21926e-15	-0.499115
0.99	2.70853	4.29372e-15	-0.499302
1	2.50467	4.40961e-15	-0.495817
1.01	2.28587	4.57916e-15	-0.489095
1.02	2.06119	4.80972e-15	-0.479673
1.03	1.83975	5.10028e-15	-0.46817
1.04	1.63028	5.4394e-15	-0.455267
1.05	1.44082	5.80567e-15	-0.441682
1.06	1.2784	6.1706e-15	-0.428145
1.07	1.14877	6.5035e-15	-0.415372
1.08	1.05622	6.77675e-15	-0.404035
1.09	1.00342	6.97e-15	-0.394738
1.1	0.991377	7.07195e-15	-0.387993
1.11	1.01942	7.07938e-15	-0.384196
1.12	1.08528	6.99439e-15	-0.383618
1.13	1.18524	6.82133e-15	-0.38639
1.14	1.31431	6.56492e-15	-0.392505
1.15	1.46647	6.23045e-15	-0.401818
1.16	1.63495	5.82576e-15	-0.414062
1.17	1.81253	5.36381e-15	-0.428861
1.18	1.99186	4.86435e-15	-0.445754
1.19	2.16572	4.35336e-15	-0.464215
1.2	2.32736	3.86025e-15	-0.483681
1.21	2.47074	3.41331e-15	-0.503574
1.22	2.59077	3.03507e-15	-0.523329
1.23	2.68344	2.73866e-15	-0.542408
1.24	2.74603	2.52659e-15	-0.560323
1.25	2.77709	2.39174e-15	-0.576645
1.26	2.77653	2.32052e-15	-0.591017
1.27	2.74552	2.29707e-15	-0.603159
1.28	2.68643	2.30769e-15	-0.612872
1.29	2.60269	2.34429e-15	-0.620038
1.3	2.49859	2.4063e-15	-0.62462
1.31	2.37909	2.50034e-15	-0.626661
1.32	2.24957	2.63765e-15	-0.626277
1.33	2.11561	2.8296e-15	-0.623656
1.34	1.98274	3.08257e-15	-0.619047
1.35	1.85623	3.39353e-15	-0.612757
1.36	1.74085	3.74798e-15	-0.605136
1.37	1.64072	4.12098e-15	-0.59657
1.38	1.55916	4.48126e-15	-0.587465
1.39	1.49856	4.79712e-15	-0.578234
1.4	1.46038	5.04208e-15	-0.569282
1.41	1.44506	5.19855e-15	-0.560992
1.42	1.45209	5.25834e-15	-0.553707
1.43	1.48008	5.22047e-15	-0.547721
1.44	1.52683	5.08745e-15	-0.543269
1.45	1.58948	4.86219e-15	-0.540514
1.46	1.66468	4.54683e-15	-0.539553
1.47	1.7487	4.14408e-15	-0.540406
1.48	1.83769	3.66028e-15	-0.543028
1.49	1.92779	3.10866e-15	-0.547308
1.5	2.01531	2.51102e-15	-0.553086
1.51	2.09688	1.8969e-15	-0.560154
1.52	2.1696	1.3001e-15	-0.568273
1.53	2.23111	7.53575e-16	-0.577182
1.54	2.27966	2.84166e-16	-0.586611
1.55	2.31419	-9.15089e-17	-0.596285
1.56	2.33427	-3.68849e-16	-0.605935
1.57	2.34016	-5.54492e-16	-0.615306
1.58	2.33267	-6.63203e-16	-0.62416
1.59	2.31314	-7.13186e-16	-0.63228
1.6	2.28335	-7.20896e-16	-0.639472
1.61	2.24536	-6.96609e-16	-0.645573
1.62	2.20144	-6.41929e-16	-0.650448
1.63	2.15392	-5.50077e-16	-0.653994
1.64	2.10512	-4.0911e-16	-0.656146
1.65	2.05717	-2.07324e-16	-0.656873
1.66	2.01198	6.07472e-17	-0.656185
