0 -1 0 1
1 -3 2.44929e-16 3
2 -1.71442 -1.53209 2.29925
3 -1.36713 0.437527 1.43543
4 -3.09918 -0.562473 3.14981
5 -1.21979 -1.24651 1.74405
6 -1.90383 0.632872 2.00627
7 -2.90383 -1.09918 3.10491
8 -0.934219 -0.751883 1.1992
9 -2.46631 0.533692 2.52339
10 -2.46631 -1.46631 2.86927
11 -0.934219 -0.180732 0.95154
12 -2.90383 0.166564 2.90861
13 -1.90383 -1.56549 2.46482
14 -1.21979 0.313898 1.25954
15 -3.09918 -0.370142 3.1212
16 -1.36713 -1.37014 1.93554
17 -1.71442 0.599474 1.81621
18 -3 -0.932615 3.14162
19 -1 -0.932615 1.3674
20 -2.28558 0.599474 2.36288
21 -2.63287 -1.37014 2.96805
22 -0.900821 -0.370142 0.973901
23 -2.78021 0.313898 2.79787
24 -2.09617 -1.56549 2.61623
25 -1.09617 0.166564 1.10875
26 -3.06578 -0.180732 3.0711
27 -1.53369 -1.46631 2.12186
28 -1.53369 0.533692 1.6239
29 -3.06578 -0.751883 3.15663
30 -1.09617 -1.09918 1.55234
31 -2.09617 0.632872 2.18962
32 -2.78021 -1.24651 3.04686
33 -0.900821 -0.562473 1.062
34 -2.63287 0.437527 2.66898
35 -2.28558 -1.53209 2.75157
36 -1 -2.44249e-15 1
37 -3 -2.19756e-15 3
38 -1.71442 -1.53209 2.29925
39 -1.36713 0.437527 1.43543
40 -3.09918 -0.562473 3.14981
41 -1.21979 -1.24651 1.74405
42 -1.90383 0.632872 2.00627
43 -2.90383 -1.09918 3.10491
44 -0.934219 -0.751883 1.1992
45 -2.46631 0.533692 2.52339
46 -2.46631 -1.46631 2.86927
47 -0.934219 -0.180732 0.95154
48 -2.90383 0.166564 2.90861
49 -1.90383 -1.56549 2.46482
