0 -1 0 1
1 -2 1.22465e-16 2
2 -2.86603 -0.5 2.90931
3 -3.36603 -1.36603 3.63265
4 -3.36603 -2.36603 4.11439
5 -2.86603 -3.23205 4.31975
6 -2 -3.73205 4.23417
7 -1 -3.73205 3.8637
8 -0.133975 -3.23205 3.23483
9 0.366025 -2.36603 2.39417
10 0.366025 -1.36603 1.41421
11 -0.133975 -0.5 0.517638
12 -1 2.77556e-16 1
13 -2 4.0002e-16 2
14 -2.86603 -0.5 2.90931
15 -3.36603 -1.36603 3.63265
16 -3.36603 -2.36603 4.11439
17 -2.86603 -3.23205 4.31975
18 -2 -3.73205 4.23417
19 -1 -3.73205 3.8637
20 -0.133975 -3.23205 3.23483
21 0.366025 -2.36603 2.39417
22 0.366025 -1.36603 1.41421
23 -0.133975 -0.5 0.517638
24 -1 2.77556e-16 1
25 -2 4.0002e-16 2
26 -2.86603 -0.5 2.90931
27 -3.36603 -1.36603 3.63265
28 -3.36603 -2.36603 4.11439
29 -2.86603 -3.23205 4.31975
30 -2 -3.73205 4.23417
31 -1 -3.73205 3.8637
32 -0.133975 -3.23205 3.23483
33 0.366025 -2.36603 2.39417
34 0.366025 -1.36603 1.41421
35 -0.133975 -0.5 0.517638
36 -1 2.77556e-16 1
37 -2 4.0002e-16 2
38 -2.86603 -0.5 2.90931
39 -3.36603 -1.36603 3.63265
40 -3.36603 -2.36603 4.11439
41 -2.86603 -3.23205 4.31975
42 -2 -3.73205 4.23417
43 -1 -3.73205 3.8637
44 -0.133975 -3.23205 3.23483
45 0.366025 -2.36603 2.39417
46 0.366025 -1.36603 1.41421
47 -0.133975 -0.5 0.517638
48 -1 2.77556e-16 1
49 -2 4.0002e-16 2
50 -2.86603 -0.5 2.90931
51 -3.36603 -1.36603 3.63265
52 -3.36603 -2.36603 4.11439
53 -2.86603 -3.23205 4.31975
54 -2 -3.73205 4.23417
55 -1 -3.73205 3.8637
56 -0.133975 -3.23205 3.23483
57 0.366025 -2.36603 2.39417
58 0.366025 -1.36603 1.41421
59 -0.133975 -0.5 0.517638
60 -1 2.77556e-16 1
61 -2 4.0002e-16 2
62 -2.86603 -0.5 2.90931
63 -3.36603 -1.36603 3.63265
64 -3.36603 -2.36603 4.11439
65 -2.86603 -3.23205 4.31975
66 -2 -3.73205 4.23417
67 -1 -3.73205 3.8637
68 -0.133975 -3.23205 3.23483
69 0.366025 -2.36603 2.39417
70 0.366025 -1.36603 1.41421
71 -0.133975 -0.5 0.517638
72 -1 2.77556e-16 1
73 -2 4.0002e-16 2
74 -2.86603 -0.5 2.90931
75 -3.36603 -1.36603 3.63265
76 -3.36603 -2.36603 4.11439
77 -2.86603 -3.23205 4.31975
78 -2 -3.73205 4.23417
79 -1 -3.73205 3.8637
80 -0.133975 -3.23205 3.23483
81 0.366025 -2.36603 2.39417
82 0.366025 -1.36603 1.41421
83 -0.133975 -0.5 0.517638
84 -1 2.77556e-16 1
85 -2 4.0002e-16 2
86 -2.86603 -0.5 2.90931
87 -3.36603 -1.36603 3.63265
88 -3.36603 -2.36603 4.11439
89 -2.86603 -3.23205 4.31975
90 -2 -3.73205 4.23417
91 -1 -3.73205 3.8637
92 -0.133975 -3.23205 3.23483
93 0.366025 -2.36603 2.39417
94 0.366025 -1.36603 1.41421
95 -0.133975 -0.5 0.517638
96 -1 2.77556e-16 1
97 -2 4.0002e-16 2
98 -2.86603 -0.5 2.90931
99 -3.36603 -1.36603 3.63265
