1e-05,5.7638e-16
0.0166767,1.23524e-08
0.0333433,1.1938e-07
0.05001,4.88482e-07
0.0666767,1.36246e-06
0.0833433,3.05039e-06
0.10001,5.91922e-06
0.116677,1.03861e-05
0.133343,1.69113e-05
0.15001,2.59917e-05
0.166677,3.81554e-05
0.183343,5.39554e-05
0.20001,7.39659e-05
0.216677,9.87768e-05
0.233343,0.000128991
0.25001,0.000165218
0.266677,0.000208075
0.283343,0.000258181
0.30001,0.000316152
0.316677,0.000382606
0.333343,0.000458153
0.35001,0.000543396
0.366677,0.000638932
0.383343,0.000745345
0.40001,0.000863212
0.416677,0.000993093
0.433343,0.00113554
0.45001,0.00129108
0.466677,0.00146025
0.483343,0.00164353
0.50001,0.00184143
0.516677,0.00205441
0.533343,0.00228293
0.55001,0.00252743
0.566677,0.00278832
0.583343,0.00306601
0.60001,0.00336088
0.616677,0.00367329
0.633343,0.0040036
0.65001,0.00435214
0.666677,0.00471922
0.683343,0.00510512
0.70001,0.00551014
0.716677,0.00593451
0.733343,0.00637849
0.75001,0.00684229
0.766677,0.00732612
0.783343,0.00783016
0.80001,0.00835458
0.816677,0.00889953
0.833343,0.00946514
0.85001,0.0100515
0.866676,0.0106588
0.883343,0.011287
0.90001,0.0119362
0.916676,0.0126065
0.933343,0.0132979
0.95001,0.0140103
0.966676,0.0147439
0.983343,0.0154985
1.00001,0.0162742
1.01668,0.0170708
1.03334,0.0178884
1.05001,0.0187267
1.06668,0.0195858
1.08334,0.0204655
1.10001,0.0213656
1.11668,0.0222861
1.13334,0.0232267
1.15001,0.0241873
1.16668,0.0251676
1.18334,0.0261675
1.20001,0.0271868
1.21668,0.0282251
1.23334,0.0292823
1.25001,0.0303582
1.26668,0.0314523
1.28334,0.0325645
1.30001,0.0336944
1.31668,0.0348417
1.33334,0.0360062
1.35001,0.0371874
1.36668,0.0383851
1.38334,0.0395989
1.40001,0.0408284
1.41668,0.0420732
1.43334,0.0433331
1.45001,0.0446075
1.46668,0.0458962
1.48334,0.0471986
1.50001,0.0485145
1.51668,0.0498434
1.53334,0.0511848
1.55001,0.0525384
1.56668,0.0539037
1.58334,0.0552802
1.60001,0.0566676
1.61668,0.0580655
1.63334,0.0594732
1.65001,0.0608905
1.66668,0.0623168
1.68334,0.0637518
1.70001,0.0651948
1.71668,0.0666456
1.73334,0.0681035
1.75001,0.0695683
1.76668,0.0710393
1.78334,0.0725162
1.80001,0.0739984
1.81668,0.0754856
1.83334,0.0769772
1.85001,0.0784728
1.86668,0.0799719
1.88334,0.0814741
1.90001,0.082979
1.91668,0.084486
1.93334,0.0859948
1.95001,0.0875048
1.96668,0.0890157
1.98334,0.0905269
2.00001,0.0920382
2.01668,0.0935489
2.03334,0.0950588
2.05001,0.0965673
2.06668,0.098074
2.08334,0.0995786
2.10001,0.101081
2.11668,0.10258
2.13334,0.104075
2.15001,0.105567
2.16668,0.107055
2.18334,0.108538
2.20001,0.110016
2.21668,0.111489
2.23334,0.112957
2.25001,0.114418
2.26668,0.115873
2.28334,0.117321
2.30001,0.118762
2.31668,0.120196
2.33334,0.121622
2.35001,0.12304
2.36668,0.124449
2.38334,0.12585
2.40001,0.127242
2.41668,0.128625
2.43334,0.129998
2.45001,0.131361
2.46668,0.132714
2.48334,0.134057
2.50001,0.135389
2.51668,0.136711
2.53334,0.138021
2.55001,0.139319
2.56668,0.140607
2.58334,0.141882
2.60001,0.143145
2.61668,0.144396
2.63334,0.145634
2.65001,0.14686
2.66668,0.148073
2.68334,0.149273
2.70001,0.150459
2.71668,0.151632
2.73334,0.152792
2.75001,0.153937
2.76668,0.155069
2.78334,0.156187
2.80001,0.15729
2.81668,0.158379
2.83334,0.159454
2.85001,0.160514
2.86668,0.161559
2.88334,0.162589
2.90001,0.163604
2.91668,0.164604
2.93334,0.165589
2.95001,0.166559
2.96668,0.167513
2.98334,0.168452
3.00001,0.169376
3.01668,0.170283
3.03334,0.171175
3.05001,0.172051
3.06668,0.172912
3.08334,0.173756
3.10001,0.174585
3.11668,0.175397
3.13334,0.176194
3.15001,0.176974
3.16668,0.177739
3.18334,0.178487
3.20001,0.179219
3.21668,0.179935
3.23334,0.180635
3.25001,0.181318
3.26668,0.181985
3.28334,0.182636
3.30001,0.183271
3.31668,0.18389
3.33334,0.184492
3.35001,0.185078
3.36668,0.185648
3.38334,0.186202
3.40001,0.186739
3.41668,0.187261
3.43334,0.187766
3.45001,0.188255
3.46668,0.188728
3.48334,0.189185
3.50001,0.189626
3.51668,0.190051
3.53334,0.190461
3.55001,0.190854
3.56668,0.191231
3.58334,0.191593
3.60001,0.191939
3.61668,0.19227
3.63334,0.192584
3.65001,0.192884
3.66668,0.193167
3.68334,0.193436
3.70001,0.193689
3.71668,0.193927
3.73334,0.194149
3.75001,0.194357
3.76668,0.194549
3.78334,0.194727
3.80001,0.19489
3.81668,0.195038
3.83334,0.195171
3.85001,0.19529
3.86668,0.195394
3.88334,0.195484
3.90001,0.195559
3.91668,0.195621
3.93334,0.195668
3.95001,0.195701
3.96668,0.195721
3.98334,0.195726
4.00001,0.195718
4.01668,0.195697
4.03334,0.195662
4.05001,0.195613
4.06668,0.195552
4.08334,0.195477
4.10001,0.195389
4.11668,0.195288
4.13334,0.195175
4.15001,0.195049
4.16668,0.194911
4.18334,0.19476
4.20001,0.194597
4.21668,0.194421
4.23334,0.194234
4.25001,0.194035
4.26668,0.193824
4.28334,0.193601
4.30001,0.193367
4.31668,0.193122
4.33334,0.192865
4.35001,0.192598
4.36668,0.192319
4.38334,0.19203
4.40001,0.191729
4.41668,0.191419
4.43334,0.191098
4.45001,0.190766
4.46668,0.190425
4.48334,0.190073
4.50001,0.189711
4.51668,0.18934
4.53334,0.188959
4.55001,0.188569
4.56668,0.18817
4.58334,0.187761
4.60001,0.187343
4.61668,0.186916
4.63334,0.186481
4.65001,0.186037
4.66668,0.185584
4.68334,0.185123
4.70001,0.184654
4.71668,0.184177
4.73334,0.183691
4.75001,0.183198
4.76668,0.182698
4.78334,0.182189
4.80001,0.181674
4.81668,0.181151
4.83334,0.180621
4.85001,0.180084
4.86668,0.17954
4.88334,0.178989
4.90001,0.178432
4.91668,0.177868
4.93334,0.177298
4.95001,0.176722
4.96668,0.176139
4.98334,0.175551
5.00001,0.174957
5.01668,0.174357
5.03334,0.173752
5.05001,0.173141
5.06668,0.172525
5.08334,0.171904
5.10001,0.171277
5.11668,0.170646
5.13334,0.17001
5.15001,0.169369
5.16668,0.168724
5.18334,0.168074
5.20001,0.16742
5.21668,0.166761
5.23334,0.166099
5.25001,0.165432
5.26668,0.164762
5.28334,0.164087
5.30001,0.163409
5.31668,0.162728
5.33334,0.162043
5.35001,0.161355
5.36668,0.160663
5.38334,0.159969
5.40001,0.159271
5.41668,0.158571
5.43334,0.157868
5.45001,0.157162
5.46668,0.156453
5.48334,0.155742
5.50001,0.155028
5.51668,0.154312
5.53334,0.153594
5.55001,0.152874
5.56668,0.152152
5.58334,0.151428
5.60001,0.150702
5.61668,0.149974
5.63334,0.149245
5.65001,0.148514
