Time t / min,Angle &J / °,Level A,Voltage U / mV,Level a / dB
0.00331666666666667,-180,0.279624748547048,1.64199,-11.0684878687013
0.0150166666666667,-178,0.281238333091348,1.660995,-11.0185096961285
0.0250166666666667,-176,0.279136167488199,1.636257,-11.0836777723477
0.0350166666666667,-174,0.2775301785392,1.617483,-11.1337956987231
0.0466666666666667,-172,0.273901442128368,1.575462,-11.2481136224094
0.0566666666666667,-170,0.268955386635033,1.519077,-11.4063950650144
0.0666666666666667,-168,0.266529548080508,1.491798,-11.4850927416063
0.0783333333333333,-166,0.261019156385121,1.430751,-11.6665523661036
0.0883333333333333,-164,0.256785903039867,1.384719,-11.8085764344969
0.100016666666667,-162,0.255366403428485,1.369452,-11.856724801231
0.110016666666667,-160,0.248646335183127,1.298325,-12.0883587496667
0.12,-158,0.245623695925291,1.266951,-12.1945947609446
0.131683333333333,-156,0.242437620842971,1.234296,-12.3079997316368
0.141666666666667,-154,0.237712010634717,1.186647,-12.4789774911744
0.151683333333333,-152,0.232025860627646,1.130556,-12.68927215546
0.163333333333333,-150,0.228973797627589,1.101009,-12.8042842568554
0.17335,-148,0.221562632228451,1.03089,-13.0900696790013
0.18335,-146,0.215415876852195,0.974484,-13.3344458187931
0.195,-144,0.210442391166799,0.930006,-13.5373354428914
0.205016666666667,-142,0.203722850951973,0.871563,-13.8192050964078
0.215,-140,0.194794763789995,0.796845,-14.2084544283755
0.226666666666667,-138,0.188180764160421,0.743652,-14.5084954445242
0.236683333333333,-136,0.179201004461471,0.674373,-14.9331912069989
0.24835,-134,0.169944108459223,0.606501,-15.3938777346517
0.258333333333333,-132,0.162129577807382,0.552006,-15.8027549643818
0.275016666666667,-130,0.154631077083489,0.50212617,-16.2140643804706
0.286683333333333,-128,0.14623494794337,0.44907786,-16.6989765030769
0.296683333333333,-126,0.137209074043957,0.39535293,-17.2523433298875
0.306666666666667,-124,0.127065731021389,0.3390597,-17.9194312131594
0.318333333333333,-122,0.117672426676771,0.2907828,-18.5865058060059
0.328333333333333,-120,0.110759875406214,0.25762275,-19.1123508292812
0.338333333333333,-118,0.102582210933475,0.22098531,-19.7785588981796
0.350016666666667,-116,0.0961782719744954,0.19425546,-20.3384606023628
0.36,-114,0.0902490997185013,0.1710429,-20.8911424342604
0.376666666666667,-112,0.0816559856960897,0.1400217,-21.7602394862741
0.388333333333333,-110,0.0748799038460921,0.117747,-22.5126944390151
0.398333333333333,-108,0.0654484529992879,0.0899535,-23.6820122876313
0.40835,-106,0.0556084525949068,0.0649383,-25.0971837955824
0.426666666666667,-104,0.0484477037639556,0.04929078,-26.2945360404895
0.436666666666667,-102,0.0389102814176408,0.03179421,-28.1987125632176
0.446683333333333,-100,0.0308269362733308,0.0199563,-30.221392707353
0.46335,-98,0.0218442212037875,0.01002057,-33.2132686853064
0.475,-96,0.0180452209739864,0.00683823,-34.8727559077832
0.485016666666667,-94,0.01728467529345,0.00627396,-35.2467754923331
0.495,-92,0.0194432507570108,0.00793884,-34.2246224550616
0.506666666666667,-90,0.0250926283995918,0.01322244,-32.0090768975404
0.523333333333333,-88,0.0316659122717158,0.02105733,-29.9881599150165
0.533333333333333,-86,0.0379574762069345,0.03025617,-28.4140534306061
0.545016666666667,-84,0.0434176231500528,0.03958689,-27.2466791040763
0.555,-82,0.0502376352946673,0.05300022,-25.9794162240506
0.571683333333333,-80,0.0531290880780011,0.0592767,-25.4933527674785
0.58335,-78,0.053507008886687,0.060123,-25.431786519784
0.593333333333333,-76,0.0615710971154486,0.079611,-24.2124621557357
0.603333333333333,-74,0.063390062312637,0.0843843,-23.9595764262986
0.615016666666667,-72,0.0746853399269227,0.1171359,-22.5352927598562
0.625,-70,0.0881181025669527,0.1630608,-21.0986972602879
0.641683333333333,-68,0.105274640821045,0.23273775,-19.5535246328639
0.653333333333333,-66,0.116319258938492,0.28413357,-18.6869674666933
0.663333333333333,-64,0.130724748995743,0.35886816,-17.6728436677047
0.67335,-62,0.133322916259734,0.373275,-17.501903905982
0.685016666666667,-60,0.138584017837556,0.40331613,-17.1657370344807
0.695,-58,0.14008197599977,0.41208216,-17.072354814257
0.705016666666667,-56,0.144021665036896,0.43558704,-16.8314434500054
0.716666666666667,-54,0.149598629672868,0.46997475,-16.5014476920297
0.726683333333333,-52,0.161573574572082,0.54822642,-15.8325933360755
0.743333333333333,-50,0.180288657435791,0.682584,-14.8806319068164
0.755,-48,0.187827048105431,0.740859,-14.5248373364898
0.765,-46,0.198335574217032,0.826077,-14.0519876422161
0.775016666666667,-44,0.202009900747463,0.856968,-13.8925468947687
0.786666666666667,-42,0.205958733730813,0.890799,-13.7243957390529
0.796666666666667,-40,0.212011792124872,0.943929,-13.4727996576196
0.808333333333333,-38,0.217545397561061,0.993846,-13.2490020060994
0.818333333333333,-36,0.221619042503121,1.031415,-13.0878585161721
0.82835,-34,0.230286777735935,1.113672,-12.7546199399053
0.84,-32,0.236915596785015,1.178709,-12.5081269514627
0.85,-30,0.249961997111561,1.312101,-12.0425202825037
0.86,-28,0.25167637950352,1.330161,-11.9831508445868
0.871666666666667,-26,0.259934607161109,1.418886,-11.7027179114382
0.881683333333333,-24,0.263742298465756,1.46076,-11.5764042666932
0.891666666666667,-22,0.269557044055614,1.525881,-11.3869862943651
0.903333333333333,-20,0.271047966234761,1.542807,-11.3390769406126
0.913333333333333,-18,0.276566447711938,1.606269,-11.1640101690907
0.925,-16,0.275481396831075,1.59369,-11.1981544717357
0.935,-14,0.276003623164624,1.599738,-11.1817043362264
0.945,-12,0.27501999927278,1.588356,-11.2127144682676
0.956683333333333,-10,0.271827150961783,1.55169,-11.3141433344123
0.966683333333333,-8,0.271335585576238,1.546083,-11.3298648983827
0.976666666666667,-6,0.271287670195311,1.545537,-11.3313988824402
0.98835,-4,0.275922090453084,1.598793,-11.1842705661447
0.998333333333333,-2,0.277400432587983,1.615971,-11.1378573201626
1.00835,0,0.278044960393099,1.623489,-11.1176994433764
1.02001666666667,2,0.283492504310079,1.687728,-10.9491683918453
1.03001666666667,4,0.282481857824534,1.675716,-10.9801887834184
1.04,6,0.282570345223981,1.676766,-10.9774683558611
1.05166666666667,8,0.285504816071463,1.711773,-10.8877312281792
1.06166666666667,10,0.284677009960411,1.701861,-10.91295208667
1.07335,12,0.281762311177347,1.66719,-11.0023419805561
1.08335,14,0.280292704150501,1.649844,-11.0477641303038
1.09333333333333,16,0.276351225797897,1.60377,-11.170772093974
1.105,18,0.273199560760994,1.567398,-11.2704000646146
1.11501666666667,20,0.269662752340771,1.527078,-11.3835807424302
1.125,22,0.268259203010819,1.511223,-11.4289074004177
1.13666666666667,24,0.263376156855551,1.456707,-11.5884708756215
1.14666666666667,26,0.257025290584409,1.387302,-11.8004828235796
1.15666666666667,28,0.252257804636447,1.336314,-11.9631077638145
1.16835,30,0.247299413666915,1.284297,-12.1355382665084
1.17833333333333,32,0.240414225868604,1.213779,-12.3807967538983
1.19,34,0.233295949386182,1.142967,-12.6418560320547
1.2,36,0.226369167511832,1.076103,-12.9036545259428
1.21001666666667,38,0.220163575552361,1.017912,-13.1450906051153
1.22166666666667,40,0.212696967538327,0.95004,-13.4447740374658
1.23166666666667,42,0.201549001485991,0.853062,-13.9123869817441
1.24166666666667,44,0.195327929390551,0.801213,-14.1847130745429
1.25335,46,0.186625293033929,0.731409,-14.5805899469814
1.26333333333333,48,0.178963683466786,0.672588,-14.9447018016487
1.27333333333333,50,0.169749815905644,0.605115,-15.4038137608262
1.285,52,0.161759080116079,0.549486,-15.8226266294293
1.30166666666667,54,0.154171592714092,0.49914648,-16.2399128193524
1.31168333333333,56,0.147329698296033,0.45582684,-16.6341940100516
1.32333333333333,58,0.138940418885219,0.40539324,-17.1434279224959
1.33333333333333,60,0.128858565877477,0.34869513,-17.7977341282653
1.34333333333333,62,0.118685845828388,0.29581293,-18.5120214162165
1.355,64,0.108063777464977,0.24523338,-19.3263971076704
1.365,66,0.0991230548358958,0.20633298,-20.0765064413709
1.37666666666667,68,0.0906160030016774,0.17243646,-20.8559019622272
1.39333333333333,70,0.0830626269750722,0.1448874,-21.6118867564234
1.40335,72,0.0783109187789289,0.1287846,-22.1235536132882
1.41333333333333,74,0.0746940426004645,0.1171632,-22.534280699681
1.425,76,0.0696268626321767,0.1018059,-23.1444634715367
1.43501666666667,78,0.0630816930654211,0.0835653,-24.0019331809583
1.44666666666667,80,0.0533019699448341,0.0596631,-25.4651347986951
1.46335,82,0.0458512813343313,0.04414914,-26.7729704654609
1.47335,84,0.0382988250472518,0.0308028,-28.3362909871143
1.48333333333333,86,0.0310098371488791,0.02019381,-30.1700102899126
1.50166666666667,88,0.025217850820401,0.01335474,-31.9658385746185
1.51166666666667,90,0.0232256323918209,0.01132803,-32.6806490424546
1.52168333333333,92,0.0267490186735888,0.01502571,-31.4538429214254
1.54001666666667,94,0.0306589301835534,0.01973937,-30.2688600708367
1.55,96,0.0364275994268082,0.02786637,-28.7713889550914
1.56,98,0.0431563436820127,0.03911187,-27.2991071398337
1.57166666666667,100,0.0497525878723911,0.05198172,-26.0636864915434
1.58835,102,0.0576081591443434,0.0696927,-24.7903200466679
1.59835,104,0.0620120955943274,0.0807555,-24.1504718430901
1.61,106,0.0649738408900074,0.0886536,-23.7452291883093
1.62001666666667,108,0.0699063659476016,0.1026249,-23.1096654779248
1.63,110,0.0801361341717954,0.1348578,-21.9234322418978
1.64166666666667,112,0.0920163029033443,0.177807,-20.7227044022835
1.65835,114,0.104692215565437,0.23016966,-19.6017121854604
1.66833333333333,116,0.117536717667289,0.29011248,-18.596528831372
1.68,118,0.126738273619298,0.33731439,-17.9418442593046
1.69001666666667,120,0.132617080347895,0.36933309,-17.5480107519391
1.70001666666667,122,0.133133166416186,0.37221324,-17.5142747737208
1.71166666666667,124,0.1376436703957,0.39786138,-17.2248751006581
1.72166666666667,126,0.139865256586473,0.41080809,-17.0858030720945
1.73168333333333,128,0.147381138549002,0.4561452,-16.6311618557572
1.74333333333333,130,0.160251926665485,0.53929428,-15.9039348074579
1.76,132,0.172113334753586,0.622083,-15.2837096143026
1.77,134,0.185876302954411,0.72555,-14.6155194828978
1.78166666666667,136,0.192361638587323,0.777063,-14.3176306429438
1.79166666666667,138,0.195263923959343,0.800688,-14.1875597499762
1.80168333333333,140,0.197093886257286,0.815766,-14.1065369416973
1.81333333333333,142,0.199050244913188,0.832041,-14.0207456743954
