Time t / min,Angle &J / °,Level A,Voltage U / mV,Level a / dB
0.00335,-180,0.075260215253479,0.1189461,-22.4686908775741
0.015,-178,0.0706781437220871,0.1049034,-23.0142973049356
0.025,-176,0.0554761209891247,0.0646296,-25.1178782670124
0.0350166666666667,-174,0.0615004065027216,0.0794283,-24.222440272685
0.0533333333333333,-172,0.0961898123503732,0.19430208,-20.3374184499524
0.0633333333333333,-170,0.145444078600677,0.44423358,-16.7460791058564
0.08,-168,0.192111946531183,0.775047,-14.3289125516731
0.09,-166,0.228019735987918,1.091853,-12.8405512301926
0.101666666666667,-164,0.248306262506607,1.294776,-12.1002465402205
0.111666666666667,-162,0.244419720971938,1.254561,-12.2372751204915
0.121666666666667,-160,0.2238503964705,1.052289,-13.0008426416663
0.133333333333333,-158,0.188706120727442,0.74781,-14.4842802632575
0.15,-156,0.144399653739197,0.43787646,-16.8086769634905
0.16,-154,0.0937086975685822,0.18440772,-20.5644019643703
0.178333333333333,-152,0.0515596741649906,0.0558264,-25.7537967172935
0.195,-150,0.0499869983095605,0.0524727,-26.0228588319553
0.211666666666667,-148,0.0556291290602325,0.0649866,-25.0939547879877
0.221666666666667,-146,0.0627144321508216,0.0825951,-24.0526501140971
0.233333333333333,-144,0.0527456159315634,0.0584241,-25.5562726375171
0.25,-142,0.0353700438224213,0.02627184,-29.0272880421421
0.26,-140,0.0260080756689148,0.01420482,-31.697835599134
0.276666666666667,-138,0.048268001823154,0.0489258,-26.3268135907031
0.295016666666667,-136,0.0954841871725366,0.19146183,-20.4013708913251
0.305,-134,0.146868887106834,0.45297987,-16.6614039193117
0.321666666666667,-132,0.198085839978531,0.823998,-14.062931371509
0.331666666666667,-130,0.248779018407904,1.299711,-12.083725001643
0.343333333333333,-128,0.28954965031925,1.760619,-10.7655391043039
0.36,-126,0.323168686601905,2.193198,-9.81141453559937
0.37,-124,0.346794521294671,2.52559524,-9.19855544365629
0.381683333333333,-122,0.362163112423118,2.75440452,-8.82191572355975
0.391666666666667,-120,0.368250241004673,2.84777304,-8.67713920514639
0.401666666666667,-118,0.363682498891547,2.77756416,-8.78555195073442
0.413333333333333,-116,0.353995706188649,2.63157216,-9.02004011484502
0.423333333333333,-114,0.338232878354544,2.40243108,-9.41568357084292
0.435,-112,0.31645966567637,2.10308112,-9.99363270127047
0.445,-110,0.292231072954263,1.793379,-10.6854721475625
0.461683333333333,-108,0.264081426836497,1.464519,-11.5652428434168
0.471683333333333,-106,0.23740892990787,1.183623,-12.4900589901245
0.483333333333333,-104,0.206949269145846,0.899388,-13.6827220599671
0.49335,-102,0.174734083681462,0.641172,-15.1524474629044
0.51,-100,0.142042106433269,0.42369516,-16.9516579178391
0.521666666666667,-98,0.110571424880029,0.25674684,-19.1271418766035
0.538333333333333,-96,0.0821413416009259,0.1416912,-21.7087641632921
0.548333333333333,-94,0.0557915764251199,0.0653667,-25.0686273432003
0.566683333333333,-92,0.0294659125092029,0.01823304,-30.61360209998
0.583333333333333,-90,0.0243115199031241,0.01241205,-32.2837577833095
0.600016666666667,-88,0.0471043522405308,0.04659522,-26.538779281319
0.616666666666667,-86,0.0745124150729259,0.1165941,-22.555427203167
0.63335,-84,0.0974545022048751,0.19944498,-20.2239618507696
0.645,-82,0.12664225203304,0.33680346,-17.948427503529
0.655,-80,0.165779461936634,0.57713943,-15.6093854853746
0.6717,-78,0.19027874290104,0.760326,-14.4121945292076
0.681683333333333,-76,0.220449540711701,1.020558,-13.1338160330636
0.69335,-74,0.253063233204668,1.344861,-11.9354189519291
0.703333333333333,-72,0.282826802124551,1.679811,-10.9695887388575
0.72,-70,0.313822497600156,2.06817576,-10.0663185104964
0.731666666666667,-68,0.344834453035076,2.4971268,-9.24778699061732
0.741683333333333,-66,0.365774848779956,2.80961604,-8.7357232112878
0.751683333333333,-64,0.380526845307923,3.04081428,-8.39229398639188
0.76335,-62,0.393922530454911,3.25867416,-8.0917835789218
0.773333333333333,-60,0.395699380843589,3.288138,-8.05269258560302
0.785016666666667,-58,0.391605413650016,3.2204508,-8.14302626066311
0.795,-56,0.388900912829991,3.17612232,-8.20322074946723
0.805016666666667,-54,0.375826662172869,2.96615928,-8.50024826204825
0.816666666666667,-52,0.350672781949213,2.5823994,-9.10195882596806
0.826683333333333,-50,0.316659312195299,2.10573552,-9.98815471767456
0.843333333333333,-48,0.268752674405298,1.516788,-11.4129441062759
0.853333333333333,-46,0.228818705529072,1.099518,-12.8101695122657
0.865,-44,0.184304096536132,0.713328,-14.6893002317808
0.881683333333333,-42,0.147794384196423,0.45870678,-16.6068413538496
0.891666666666667,-40,0.116537719215711,0.28520184,-18.6706697166325
0.903333333333333,-38,0.0993841536664674,0.20742141,-20.053657125702
0.913333333333333,-36,0.0890381940517663,0.1664838,-21.0084731462672
0.930016666666667,-34,0.0772269383052313,0.125244,-22.2446236521904
0.941683333333333,-32,0.0632123405673291,0.0839118,-23.9839625745058
0.95165,-30,0.0553154589604027,0.0642558,-25.1430695970634
0.961666666666667,-28,0.0784671905958153,0.1292991,-22.1062379279547
0.980016666666667,-26,0.123041618975044,0.31792404,-18.1989592616295
0.996666666666667,-24,0.174668256990216,0.640689,-15.1557202708717
1.00666666666667,-22,0.219690691655336,1.013544,-13.1637668769165
1.01668333333333,-20,0.249519538313135,1.30746,-12.057908836535
1.02833333333333,-18,0.272613279207011,1.560678,-11.2890598632135
1.03835,-16,0.277566208317943,1.617903,-11.132668144339
1.05,-14,0.261239353850066,1.433166,-11.6592279818956
1.06001666666667,-12,0.234215712538677,1.151997,-12.6076794662341
1.07001666666667,-10,0.194468506447702,0.794178,-14.2230144249074
1.08835,-8,0.149788617725113,0.47116923,-16.4904237390043
1.09835,-6,0.103214824516636,0.2237193,-19.7251584294868
1.115,-4,0.0725665212064076,0.1105839,-22.7852739244996
1.125,-2,0.0526906063734324,0.0583023,-25.5653360691135
1.14333333333333,0,0.0492437813332811,0.05092395,-26.1529721167943
1.15333333333333,2,0.0421741627065672,0.03735186,-27.4990706160463
1.17001666666667,4,0.0631711959677827,0.0838026,-23.9896180178221
1.18668333333333,6,0.0988133594206775,0.20504568,-20.1036867093692
1.19833333333333,8,0.147136535231736,0.45463236,-16.6455894986221
1.215,10,0.197291662266807,0.817404,-14.0978253611529
1.22501666666667,12,0.24093360081151,1.219029,-12.3620525737627
1.23666666666667,14,0.266750820054972,1.494276,-11.4778847355543
1.24666666666667,16,0.27589128293587,1.598436,-11.1852404255491
1.25668333333333,18,0.269442016025712,1.524579,-11.3906936135876
1.26833333333333,20,0.245835310726511,1.269135,-12.1871147355594
1.27835,22,0.206257121089188,0.893382,-13.7118209674297
1.28835,24,0.165342069661656,0.574098,-15.6323326082655
1.30666666666667,26,0.124232644663148,0.32410875,-18.1152853884697
1.32335,28,0.0705322621216702,0.1044708,-23.0322437434385
1.34001666666667,30,0.0360263792241185,0.0272559,-28.867587675674
1.35,32,0.0398919791436825,0.03341877,-27.9822883337891
1.36835,34,0.0656840924425389,0.0906024,-23.6507959271989
1.37833333333333,36,0.080377857647489,0.1356726,-21.8972714692925
1.38833333333333,38,0.0932839750439485,0.1827399,-20.6038591181528
1.40501666666667,40,0.109884803316928,0.25356807,-19.1812472965616
1.41668333333333,42,0.142818626236216,0.42834036,-16.9043029738737
1.43333333333333,44,0.184580605698432,0.71547,-14.6762786643212
1.44335,46,0.225310896318842,1.066065,-12.9443560947984
1.455,48,0.268882874129239,1.518258,-11.4087371655025
1.47166666666667,50,0.318107969092256,2.12504628,-9.94850902027703
1.48168333333333,52,0.353231652035884,2.6202246,-9.03880775032514
1.49333333333333,54,0.378999947229548,3.01646016,-8.42721701002736
1.50335,56,0.397050676866316,3.31063404,-8.02308118570386
1.51333333333333,58,0.408671408346608,3.50725872,-7.77251491063993
1.52501666666667,60,0.411622254014527,3.55809048,-7.71002307010438
1.535,62,0.408369734431924,3.50208264,-7.77892904650534
1.54501666666667,64,0.396931278686878,3.30864324,-8.02569353579608
1.55668333333333,66,0.380713645670864,3.04380048,-8.38803113545673
