0.309017 0.951057 0 1.90211 0 2.12203e-314
0.312006 0.95008 0.00298894 1.90114 0.001 -11.2759
0.314994 0.949094 0.00597803 1.90015 0.002 -11.2567
0.317982 0.948097 0.00896726 1.89915 0.003 -11.2373
0.320969 0.94709 0.0119566 1.89815 0.004 -11.2178
0.323956 0.946072 0.0149462 1.89713 0.005 -11.198
0.326943 0.945044 0.0179359 1.8961 0.006 -11.178
0.329929 0.944006 0.0209257 1.89507 0.007 -11.1579
0.332915 0.942957 0.0239158 1.89402 0.008 -11.1375
0.3359 0.941898 0.026906 1.89296 0.009 -11.117
0.338884 0.940828 0.0298964 1.89189 0.01 -11.0963
0.341869 0.939748 0.0328869 1.89082 0.011 -11.0753
0.344852 0.938657 0.0358777 1.88973 0.012 -11.0542
0.347835 0.937556 0.0388687 1.88863 0.013 -11.0329
0.350817 0.936444 0.0418598 1.88752 0.014 -11.0113
0.353799 0.935321 0.0448512 1.8864 0.015 -10.9896
0.35678 0.934188 0.0478428 1.88527 0.016 -10.9677
0.359761 0.933045 0.0508345 1.88413 0.017 -10.9456
0.362741 0.93189 0.0538265 1.88298 0.018 -10.9232
0.36572 0.930725 0.0568188 1.88182 0.019 -10.9007
0.368698 0.929549 0.0598112 1.88065 0.02 -10.878
0.371675 0.928363 0.0628039 1.87947 0.021 -10.8551
0.374652 0.927166 0.0657968 1.87827 0.022 -10.8319
0.377628 0.925957 0.06879 1.87707 0.023 -10.8086
0.380603 0.924739 0.0717834 1.87586 0.024 -10.7851
0.383577 0.923509 0.074777 1.87464 0.025 -10.7613
0.38655 0.922268 0.0777709 1.8734 0.026 -10.7374
0.389523 0.921017 0.0807651 1.87216 0.027 -10.7133
0.392494 0.919755 0.0837595 1.8709 0.028 -10.6889
0.395464 0.918481 0.0867542 1.86964 0.029 -10.6644
0.398434 0.917197 0.0897492 1.86836 0.03 -10.6396
0.401402 0.915902 0.0927445 1.86708 0.031 -10.6147
0.404369 0.914596 0.09574 1.86578 0.032 -10.5895
0.407335 0.913279 0.0987358 1.86447 0.033 -10.5642
0.4103 0.91195 0.101732 1.86315 0.034 -10.5386
0.413264 0.910611 0.104728 1.86182 0.035 -10.5128
0.416227 0.909261 0.107725 1.86048 0.036 -10.4869
0.419188 0.907899 0.110722 1.85913 0.037 -10.4607
0.422149 0.906527 0.113719 1.85777 0.038 -10.4343
0.425108 0.905143 0.116717 1.8564 0.039 -10.4077
0.428065 0.903748 0.119715 1.85502 0.04 -10.3809
0.431022 0.902342 0.122713 1.85363 0.041 -10.3538
0.433977 0.900924 0.125712 1.85222 0.042 -10.3266
0.43693 0.899495 0.128711 1.85081 0.043 -10.2992
0.439882 0.898055 0.13171 1.84939 0.044 -10.2715
0.442833 0.896604 0.13471 1.84795 0.045 -10.2437
0.445782 0.895141 0.13771 1.8465 0.046 -10.2156
0.44873 0.893667 0.14071 1.84505 0.047 -10.1873
0.451676 0.892182 0.143711 1.84358 0.048 -10.1589
0.45462 0.890685 0.146712 1.8421 0.049 -10.1302
0.457563 0.889177 0.149713 1.84061 0.05 -10.1013
0.460505 0.887657 0.152715 1.83911 0.051 -10.0721
0.463444 0.886126 0.155717 1.8376 0.052 -10.0428
0.466382 0.884583 0.158719 1.83608 0.053 -10.0132
0.469318 0.883029 0.161722 1.83455 0.054 -9.98348
0.472252 0.881463 0.164726 1.833 0.055 -9.9535
0.475185 0.879886 0.167729 1.83145 0.056 -9.92331
0.478115 0.878297 0.170733 1.82988 0.057 -9.89291
0.481044 0.876697 0.173738 1.82831 0.058 -9.86229
0.483971 0.875084 0.176742 1.82672 0.059 -9.83145
0.486895 0.87346 0.179748 1.82512 0.06 -9.8004
0.489818 0.871825 0.182753 1.82351 0.061 -9.76913
0.492739 0.870177 0.185759 1.82189 0.062 -9.73765
0.495657 0.868518 0.188766 1.82026 0.063 -9.70594
0.498574 0.866847 0.191773 1.81862 0.064 -9.67402
0.501488 0.865165 0.19478 1.81697 0.065 -9.64189
0.5044 0.86347 0.197788 1.8153 0.066 -9.60953
0.50731 0.861764 0.200796 1.81363 0.067 -9.57695
0.510217 0.860046 0.203804 1.81194 0.068 -9.54416
0.513123 0.858315 0.206813 1.81025 0.069 -9.51115
0.516025 0.856573 0.209823 1.80854 0.07 -9.47791
0.518926 0.854819 0.212833 1.80682 0.071 -9.44446
0.521824 0.853053 0.215843 1.80509 0.072 -9.41079
0.524719 0.851275 0.218854 1.80335 0.073 -9.37689
0.527612 0.849485 0.221865 1.8016 0.074 -9.34277
0.530503 0.847683 0.224877 1.79983 0.075 -9.30844
0.533391 0.845869 0.227889 1.79806 0.076 -9.27387
0.536276 0.844043 0.230901 1.79628 0.077 -9.23909
0.539158 0.842205 0.233914 1.79448 0.078 -9.20408
0.542038 0.840354 0.236928 1.79267 0.079 -9.16885
0.544915 0.838491 0.239942 1.79085 0.08 -9.1334
0.547789 0.836617 0.242957 1.78902 0.081 -9.09772
0.55066 0.834729 0.245972 1.78718 0.082 -9.06182
0.553529 0.83283 0.248987 1.78533 0.083 -9.02569
0.556394 0.830919 0.252003 1.78347 0.084 -8.98934
0.559256 0.828995 0.255019 1.78159 0.085 -8.95276
0.562116 0.827059 0.258036 1.77971 0.086 -8.91595
0.564972 0.82511 0.261054 1.77781 0.087 -8.87892
0.567825 0.823149 0.264072 1.7759 0.088 -8.84166
0.570675 0.821176 0.26709 1.77398 0.089 -8.80418
0.573522 0.81919 0.270109 1.77205 0.09 -8.76647
0.576365 0.817192 0.273129 1.77011 0.091 -8.72852
